FID,0eg20,12eg20,24eg20,30eg20,39eg20,46eg20,53eg20,60eg20,67eg20,73eg20,81eg20,88eg20,95eg20,102eg20,108eg20,116eg20,121eg20,129eg20,135eg20,144eg20,150eg20
3080,-0.017846987,-0.008434807,0.009918674,0.03574327,0.046890318,0.067270257,0.08183337,0.099837914,0.116806082,0.16007261,0.212359428,0.270628124,0.276124388,0.297585547,0.267364889,0.203775421,0.207702696,0.119513772,0.010614908,-0.021008128,0.010599041
3081,-0.017126255,-0.007172032,0.011021423,0.038141094,0.050561521,0.068602428,0.082410194,0.09906251,0.117401235,0.15494962,0.210431531,0.270486534,0.275836557,0.286201358,0.260885864,0.197602898,0.193893746,0.098440535,-0.006586637,-0.022192156,0.007930724
3082,-0.015347455,-0.008697818,0.011455542,0.040090639,0.052618191,0.0670802,0.087222539,0.101667084,0.117500976,0.143222541,0.198345006,0.26445505,0.262372792,0.267862558,0.247477055,0.17469269,0.155375704,0.061755028,-0.009420524,-0.016459156,0.003978553
3083,-0.017452903,-0.010067043,0.007596008,0.042050194,0.050213452,0.067627221,0.085046999,0.104782023,0.110852323,0.133863375,0.190682352,0.250269055,0.25548628,0.264591515,0.252079755,0.192439437,0.177600265,0.075060174,-0.00954172,-0.016612018,0.001951005
3084,-0.019252196,-0.007931743,0.004065167,0.035766732,0.046274439,0.064323805,0.084206268,0.101320803,0.116614386,0.133312479,0.191575184,0.244734302,0.245574728,0.253868848,0.237279996,0.156329527,0.138865322,0.039611023,-0.012703964,-0.018190527,0.001248139
3085,-0.019049378,-0.009217886,4.28E-05,0.035221875,0.052465223,0.06351383,0.088831633,0.10008131,0.121263415,0.138583407,0.200380534,0.25823006,0.253190994,0.249367803,0.231240302,0.13348408,0.109141573,0.029889287,-0.015043258,-0.020762622,-0.003250907
3086,-0.021299141,-0.009922946,0.00130567,0.037297677,0.052899349,0.0671857,0.093270145,0.097397149,0.117317542,0.140730664,0.194332123,0.251401126,0.235854402,0.233609095,0.205306172,0.120482892,0.098103158,0.023005608,-0.015695568,-0.019644039,-0.004120921
3087,-0.022615904,-0.012243068,0.00021412,0.034179419,0.046376128,0.061803311,0.084379226,0.095841773,0.112420961,0.13291876,0.191375747,0.258257568,0.234568059,0.239826977,0.21552439,0.120786808,0.097299136,0.02437257,-0.016821379,-0.022063052,-0.002187541
3088,-0.020133339,-0.011130734,0.000658102,0.034512822,0.048864175,0.06121422,0.082023658,0.094747499,0.10705556,0.138463497,0.191216066,0.25358218,0.23780562,0.241306797,0.21261248,0.120723501,0.092408933,0.015623268,-0.016977908,-0.019451655,-0.005023548
3089,-0.019642115,-0.014116489,-0.000970785,0.037042387,0.045843616,0.059592649,0.081149429,0.097832501,0.111397222,0.134439826,0.192889467,0.245512679,0.239716306,0.23195295,0.21050033,0.13206169,0.106942333,0.024964226,-0.01560964,-0.017275579,1.21E-05
3090,-0.020683125,-0.012642647,0.001404632,0.036397811,0.047327828,0.064844638,0.0814889,0.096612088,0.111872353,0.130390152,0.193023145,0.252591491,0.259540021,0.263018936,0.245351717,0.180823594,0.156410113,0.065831959,-0.008138857,-0.018963823,0.000606307
3091,-0.02325817,-0.011977006,0.000617835,0.040178634,0.049631197,0.066668376,0.082897224,0.094207682,0.109237351,0.13412343,0.184526831,0.241905421,0.238868654,0.248867378,0.233541131,0.164493904,0.135144755,0.047201879,-0.014117375,-0.022506475,-0.003144937
3092,-0.020715171,-0.011251661,6.15E-05,0.038252477,0.050063048,0.063734554,0.08586549,0.097312734,0.113285601,0.133692101,0.181174457,0.24392049,0.242517948,0.24724251,0.237856746,0.162864015,0.137946814,0.042583797,-0.012647224,-0.021915289,-0.00374055
3093,-0.019104863,-0.006669722,-0.002658086,0.039639615,0.048722085,0.066680677,0.085393526,0.101130068,0.114190459,0.136282355,0.189467728,0.240792066,0.236615852,0.243986532,0.226147562,0.140903175,0.114276171,0.026618889,-0.017069802,-0.021109564,-0.005215271
3094,-0.017746517,-0.007048021,-0.0018412,0.037254974,0.048160624,0.063907079,0.085120223,0.101932369,0.119509183,0.139267206,0.200371638,0.260201573,0.265361577,0.271817029,0.251811028,0.175247341,0.143862948,0.038702872,-0.013928389,-0.021440789,-0.008139872
3095,-0.02027473,-0.009945308,-0.005799714,0.035600729,0.050647147,0.067559898,0.084919393,0.095980629,0.114162423,0.135053933,0.190088734,0.249378189,0.255052626,0.264994442,0.226818264,0.159531429,0.131579056,0.040940929,-0.019547727,-0.021715848,-0.006148781
3096,-0.016859625,-0.011437771,-0.002419945,0.031562824,0.047171049,0.067889862,0.077790745,0.093424998,0.112233959,0.134386271,0.191369534,0.257152826,0.25454089,0.277108371,0.236399367,0.161469117,0.143533871,0.051791385,-0.012343789,-0.025908787,-0.006612472
3097,-0.017450852,-0.010911227,-0.004107326,0.027061148,0.044534232,0.064615101,0.083660148,0.093747862,0.11049933,0.131203026,0.200051174,0.264637202,0.263368845,0.279573947,0.243160501,0.161491066,0.142331451,0.052879065,-0.010760799,-0.023672903,-0.003317832
3098,-0.017831581,-0.012381217,-0.007065896,0.032541074,0.044200454,0.062252596,0.080420509,0.090347834,0.109649114,0.12867932,0.188300654,0.247563764,0.246297836,0.266014695,0.238943547,0.154226139,0.133978993,0.037294462,-0.012323033,-0.021152217,-0.00270056
3099,-0.018873408,-0.005491014,-0.005143431,0.035314277,0.045508508,0.065349281,0.080892302,0.088982604,0.111754239,0.131389365,0.190566584,0.264474601,0.262721598,0.27937001,0.26482749,0.189792901,0.181477234,0.078172214,-0.003023818,-0.021629492,-0.001285989
3100,-0.019913808,-0.010342708,-0.001590466,0.033404041,0.045833278,0.066092029,0.07682623,0.092115916,0.109802596,0.126823559,0.180509612,0.246017426,0.237508148,0.260568351,0.24754402,0.180234909,0.16708006,0.067221418,-0.007759803,-0.019994441,-0.002441346
3101,-0.020273574,-0.011304728,-0.001826479,0.03357305,0.049672209,0.068975605,0.083806567,0.098159738,0.108674429,0.129857913,0.179227412,0.248609826,0.243747771,0.264378846,0.246601477,0.18009311,0.170264229,0.078990079,-0.009505709,-0.023623029,-0.002146184
3102,-0.020626238,-0.01272961,-0.004861171,0.033811685,0.047763687,0.064421795,0.083861247,0.09230265,0.104917534,0.130999565,0.182806984,0.248291433,0.244415268,0.256976217,0.254659235,0.190821454,0.173812956,0.08403711,-0.006214369,-0.023823647,0.000580646
3103,-0.025555419,-0.009836427,-0.006184626,0.034304302,0.045163717,0.062004946,0.082739778,0.088738568,0.110392354,0.13272053,0.191320658,0.257026076,0.253151864,0.259533495,0.257973552,0.183770061,0.162721395,0.070284888,-0.005398059,-0.022991592,-0.001138309
3104,-0.019904027,-0.012633355,-0.00601947,0.037890885,0.047252834,0.0651519,0.085388094,0.094806053,0.113284186,0.138335183,0.196449831,0.263168454,0.265129417,0.274898022,0.268862367,0.200755522,0.180900782,0.075805336,-0.004322248,-0.017435633,-3.62E-05
3105,-0.020751305,-0.009347107,-0.00336834,0.036671821,0.047416799,0.058768719,0.080374599,0.089392744,0.10850659,0.135073036,0.196490437,0.254065871,0.258230954,0.277970493,0.268251419,0.196356714,0.174530581,0.070781589,-0.0095706,-0.022709729,0.001620896
3106,-0.02240164,-0.008758866,-0.00210899,0.03059919,0.044019982,0.067642264,0.081827708,0.09070529,0.108190872,0.128431648,0.188032031,0.245151684,0.243872359,0.260665357,0.260654688,0.196380287,0.18158716,0.088473424,-0.000315587,-0.020355614,-0.001089101
3107,-0.015739379,-0.008157406,-0.006148838,0.030982468,0.043990884,0.062759332,0.076705441,0.089057304,0.108575113,0.130414799,0.192908868,0.249754533,0.246455714,0.263041854,0.267986596,0.199203789,0.189195588,0.082267664,-0.005437022,-0.021071933,0.000536831
3108,-0.014652141,-0.007018154,-0.000163842,0.031119358,0.048369341,0.064842552,0.078400545,0.091961443,0.104071431,0.122059152,0.166899577,0.22630322,0.228187069,0.247953966,0.254741132,0.188396364,0.174853593,0.083931737,0.000199604,-0.019709064,0.002788717
3109,-0.015889216,-0.01018725,0.001657994,0.027404644,0.043256003,0.064093173,0.078427762,0.089679636,0.105107553,0.126740634,0.186998487,0.250204355,0.26364851,0.271574825,0.27102235,0.196346536,0.179797664,0.085148379,-0.004449307,-0.02395439,0.00506159
3110,-0.01723199,-0.010970343,0.006204931,0.027473027,0.043981295,0.065326378,0.082976095,0.09060286,0.109129868,0.128020927,0.182225496,0.236897439,0.248174772,0.260653347,0.257119089,0.185553297,0.167763382,0.065249436,-0.007191321,-0.024015771,0.005929446
3111,-0.015753573,-0.013242238,0.007604062,0.034113925,0.048785985,0.065228559,0.083128631,0.089925632,0.10983368,0.133249328,0.182122543,0.239176556,0.242421925,0.251933903,0.249830961,0.182416633,0.166870028,0.073033378,-0.010075476,-0.022149937,0.005720887
3112,-0.016295586,-0.012000911,0.010753231,0.037025489,0.043871805,0.06466572,0.0799504,0.085778743,0.104930721,0.129204527,0.182216302,0.233889028,0.235645711,0.233337745,0.221555576,0.152825117,0.127019942,0.049259458,-0.012398618,-0.022972276,-0.005195258
3113,-0.017207924,-0.008284627,0.005259142,0.035182279,0.044327866,0.067453474,0.081801347,0.091194235,0.102443874,0.132593676,0.182939321,0.244743302,0.245995373,0.250483632,0.245391577,0.173566476,0.153459713,0.056975331,-0.013784257,-0.023910269,-0.014016595
3114,-0.018062485,-0.008463008,0.00277527,0.035623688,0.046532694,0.06201411,0.083248191,0.089325041,0.105492242,0.13316001,0.181117967,0.238100246,0.237875685,0.241625309,0.239275798,0.153996766,0.125367269,0.034863587,-0.017735995,-0.021960342,-0.026026698
3115,-0.020612044,-0.010755328,0.004846488,0.034703556,0.049557753,0.069576286,0.08165694,0.089035623,0.106286377,0.135063887,0.183515385,0.246759191,0.249518588,0.247832626,0.231218055,0.152246669,0.11687313,0.033617668,-0.017549643,-0.016163401,-0.026173061
3116,-0.01898203,-0.014988838,0.001496138,0.035889432,0.048541155,0.070867747,0.085987657,0.089145809,0.110065676,0.136747539,0.187385008,0.251033962,0.250362903,0.262705147,0.266999394,0.211511195,0.187308878,0.094695456,-0.001585198,-0.020237532,-0.02433965
3117,-0.019775135,-0.013828429,0.004190052,0.03347506,0.04428779,0.070295282,0.076607578,0.084926166,0.110164642,0.134572402,0.185959578,0.25218153,0.252471119,0.258527398,0.266167551,0.203694791,0.171281084,0.086984597,-0.008253841,-0.023825562,-0.027975999
3118,-0.022162924,-0.012877505,0.004758517,0.03161335,0.04399943,0.065534718,0.078769378,0.084432736,0.106739394,0.131448179,0.187740386,0.250344902,0.254396081,0.258439869,0.269137114,0.203132018,0.166498959,0.060128428,-0.011196502,-0.028686453,-0.030372839
3119,-0.021317992,-0.012922905,0.008521145,0.031848345,0.04451571,0.068138704,0.081495352,0.089011244,0.10708835,0.130885705,0.183209941,0.238444373,0.245897666,0.247769505,0.25120759,0.188681901,0.158885613,0.063085213,-0.013258392,-0.022701982,-0.0311494
3120,-0.018916013,-0.011569584,0.00581438,0.031332836,0.048383199,0.069016628,0.081572846,0.087947175,0.110128611,0.141423628,0.189222783,0.25143826,0.262166888,0.258706421,0.247955948,0.190716729,0.15379265,0.067571677,-0.014141247,-0.023559688,-0.031990875
3121,-0.018587716,-0.015113629,0.007269058,0.03266748,0.05023022,0.065547481,0.081280656,0.087770745,0.110404454,0.140843228,0.198802963,0.253113002,0.25609836,0.263135046,0.250358224,0.196438178,0.169027731,0.075622141,-0.009872754,-0.024362039,-0.03012
3122,-0.020969147,-0.010767482,0.005623277,0.035007838,0.045742799,0.069120817,0.08199314,0.090178087,0.116074838,0.140530869,0.194474235,0.243254527,0.253046602,0.25285989,0.246665344,0.181705758,0.164131537,0.069742709,-0.008786577,-0.021824069,-0.029691456
3123,-0.018750513,-0.014154776,0.00534896,0.034813296,0.04970232,0.06987603,0.08596281,0.09256617,0.116080031,0.143211558,0.198770285,0.250177592,0.253952205,0.256458789,0.258673668,0.189542145,0.171762571,0.076537266,-0.009334293,-0.024739632,-0.030818176
3124,-0.0208486,-0.011305149,0.001815511,0.034345333,0.047603797,0.06714616,0.081852004,0.089822367,0.112297378,0.147113949,0.197900459,0.253532112,0.255131543,0.251375258,0.262564301,0.183770984,0.151639774,0.063114315,-0.018000301,-0.02386646,-0.030321823
3125,-0.020602599,-0.007456683,0.00508953,0.032454751,0.047321234,0.067807578,0.083600894,0.087440103,0.115731105,0.141257897,0.194500685,0.250380278,0.253744453,0.248343885,0.264532268,0.184556901,0.150786445,0.056325085,-0.016305743,-0.02320925,-0.030125931
3126,-0.018255236,-0.006035199,-0.000946341,0.031948786,0.042445246,0.064264067,0.082254119,0.085693158,0.110028669,0.143721119,0.198170111,0.254620075,0.255262792,0.246444955,0.256227106,0.175603062,0.146047622,0.049993157,-0.016017867,-0.029741365,-0.030125802
3127,-0.018958218,-0.008560239,-0.002428879,0.023877306,0.037403345,0.055404317,0.075664289,0.076709911,0.106791981,0.135114029,0.186500326,0.23901993,0.236617178,0.233486742,0.243941069,0.179038525,0.154314041,0.055766329,-0.015135078,-0.024030764,-0.032727636
3128,-0.01972558,-0.013349157,0.003847543,0.025442941,0.038512431,0.055586185,0.072182305,0.079592593,0.108165421,0.140173897,0.195202157,0.242591381,0.246272951,0.233971193,0.238185436,0.168877512,0.135018989,0.045892362,-0.014938153,-0.021927264,-0.030272624
3129,-0.020161692,-0.01079616,0.002824546,0.0287608,0.036133073,0.058305006,0.074325822,0.081825174,0.111817144,0.142948404,0.191497117,0.249541059,0.24729988,0.226473868,0.239826754,0.17035301,0.133830413,0.045161981,-0.012554377,-0.024539882,-0.031198243
3130,-0.020573972,-0.013413064,-0.003494577,0.023772318,0.034829497,0.0523808,0.0806017,0.081136867,0.111432754,0.143028006,0.200382918,0.243733227,0.250662416,0.221879333,0.230511636,0.151217282,0.125227988,0.038837928,-0.015828654,-0.021118242,-0.030686326
3131,-0.009043662,-0.010396692,0.004158227,0.029123692,0.041430045,0.050400507,0.076675445,0.104471534,0.117171898,0.149833933,0.231471404,0.266906142,0.29531005,0.271074176,0.277648658,0.215618581,0.199600622,0.075807199,-0.003875612,-0.024465751,0.001981552
3132,-0.009081528,-0.009401514,0.002337117,0.031077795,0.038654834,0.052788913,0.07822793,0.104746476,0.120825022,0.151929751,0.231975898,0.273557901,0.286163986,0.268585533,0.27543813,0.209728107,0.194975898,0.076193489,-0.007236028,-0.022509441,0.002459003
3133,-0.011566378,-0.00781519,0.002406408,0.031482957,0.037734006,0.057278052,0.08098986,0.107094087,0.122621089,0.155864254,0.231951341,0.28817445,0.303709328,0.273724616,0.279229671,0.210569128,0.204382852,0.088519506,-0.006048613,-0.025501736,0.001450202
3134,-0.011356033,-0.007136639,0.006022801,0.032183714,0.040275291,0.05883646,0.08119525,0.107632078,0.124725215,0.155884609,0.227756217,0.283364505,0.284573287,0.262111157,0.247863695,0.146687731,0.121384442,0.029180866,-0.015778461,-0.024888342,-0.002626496
3135,-0.012203302,-0.004185175,0.005339748,0.033348799,0.043824475,0.053103782,0.082534693,0.109984756,0.129994139,0.162572578,0.240201667,0.289806902,0.287434161,0.258497089,0.233552232,0.100839868,0.072188027,0.006662407,-0.02198961,-0.020545471,6.72E-05
3136,-0.016087074,-0.006202771,0.004687614,0.031914234,0.03941169,0.05384114,0.08365047,0.104755804,0.131221533,0.166158199,0.234495834,0.291106611,0.288474202,0.256941706,0.237670928,0.135574564,0.111645058,0.018161308,-0.016235596,-0.023195237,-0.002654431
3137,-0.012995071,-0.003885554,0.005119767,0.034526102,0.035919528,0.05404114,0.083185188,0.109865248,0.132319137,0.161584377,0.230149403,0.280402571,0.294707596,0.262791187,0.255183816,0.163860932,0.137475252,0.030656084,-0.015612092,-0.021982351,-0.000912084
3138,-0.011145772,-0.007036758,0.002094708,0.032886352,0.044545021,0.060338162,0.082211323,0.10598065,0.126435846,0.163169518,0.230743617,0.283828408,0.299384624,0.268408835,0.248340547,0.168779522,0.145175993,0.050034396,-0.013142886,-0.022926645,-0.002717831
3139,-0.011815468,-0.009865086,0.004296383,0.026321948,0.037008181,0.051525529,0.08139129,0.102529995,0.12324921,0.151850283,0.22986789,0.287370026,0.303506404,0.277683377,0.257830352,0.190987676,0.173083022,0.061604165,-0.012140119,-0.024513645,-0.000394329
3140,-0.013767627,-0.008991263,0.004350011,0.030066162,0.03849927,0.054021005,0.083526,0.099638626,0.121526666,0.149716869,0.221291974,0.279173106,0.297187835,0.275267035,0.260523975,0.190325528,0.185114771,0.078999072,-0.008004023,-0.023831571,0.000307713
3141,-0.011480265,-0.007510552,0.001840697,0.024959933,0.033200994,0.048150264,0.082765639,0.095144235,0.116932891,0.147755116,0.222636357,0.277149916,0.297551125,0.266338706,0.26235342,0.186466634,0.178585351,0.080061942,-0.00450137,-0.022308497,-0.001192967
3142,-0.014129468,-0.007575572,0.005603799,0.023693705,0.030968951,0.044663727,0.077176802,0.095475219,0.115877107,0.144485027,0.21890536,0.278352708,0.300797611,0.270367235,0.264995545,0.1982712,0.183944017,0.090806454,0.002484777,-0.022131911,0.001848846
3143,-0.015608957,-0.010290094,0.006087569,0.024675405,0.034065679,0.047485944,0.076560564,0.098035425,0.116516829,0.153858081,0.223531574,0.284317464,0.295331508,0.266616285,0.243799895,0.17891489,0.157484084,0.064004757,-0.007928411,-0.022259215,-0.00023512
3144,-0.012186773,-0.01478268,0.006218255,0.027139314,0.034818079,0.049756762,0.080628067,0.097957276,0.120281994,0.145205617,0.217168257,0.28289935,0.304629683,0.277917475,0.264267653,0.192956313,0.175357535,0.070051923,-0.005246262,-0.022732062,-0.001181146
3145,-0.013075467,-0.011293846,0.004795416,0.024288239,0.034925122,0.047294375,0.076764293,0.096863367,0.118324667,0.154541418,0.227699563,0.29688099,0.319743007,0.286913633,0.277258247,0.210759684,0.206831083,0.110755265,0.004002048,-0.022822414,-0.000734024
3146,-0.012811961,-0.012269405,0.006284844,0.028372392,0.035871442,0.053082433,0.079591788,0.100666538,0.1213912,0.149716988,0.220335245,0.292026341,0.311373383,0.295486748,0.284124315,0.213688731,0.202171296,0.099847049,0.001028229,-0.021944355,0.001083165
3147,-0.010980091,-0.008519712,0.005724713,0.029346529,0.038638569,0.056241173,0.079300955,0.09898667,0.122979827,0.147323027,0.221286714,0.287982762,0.309935749,0.29955864,0.289649487,0.22578308,0.221146196,0.11423783,0.001153327,-0.023014788,-0.000764579
3148,-0.014106924,-0.010456297,0.006146471,0.026117127,0.040169518,0.059138022,0.081811488,0.103317305,0.120214865,0.143864796,0.218207225,0.286900252,0.3038463,0.288548082,0.278503627,0.204911605,0.181220472,0.058066931,-0.00781747,-0.02222074,-0.001447788
3149,-0.013801236,-0.009222735,0.006601911,0.023258872,0.03550417,0.058747072,0.078496166,0.102339156,0.117781952,0.137853384,0.212054357,0.28294301,0.303158313,0.280914068,0.273346573,0.220553413,0.212020308,0.113211669,0.006290029,-0.019458434,-0.002740454
3150,-0.010934524,-0.011680223,0.004246749,0.020359257,0.03546102,0.052131299,0.076255247,0.092917196,0.11276342,0.140834674,0.217624217,0.295178235,0.309716552,0.292083353,0.283408731,0.213236541,0.203896448,0.090388663,-0.000164451,-0.026832316,-0.002737656
3151,-0.009953466,-0.00899182,0.000974027,0.027377872,0.03566907,0.051525675,0.075715482,0.091586724,0.111077353,0.133108199,0.20651643,0.277816385,0.303370833,0.278918862,0.277232915,0.207619488,0.194185778,0.085565016,-0.007025604,-0.023051871,-0.004415786
3152,-0.012328665,-0.010021884,0.004133311,0.022455467,0.037763011,0.051862318,0.073257424,0.095937371,0.109056897,0.134831578,0.211705253,0.289262593,0.308279872,0.28811276,0.282848626,0.22496745,0.22820355,0.141734764,0.017729841,-0.020922225,-0.0026283
3153,-0.015652303,-0.013181089,0.007072823,0.022864968,0.036930297,0.046549015,0.072320178,0.090202115,0.107802175,0.128264263,0.205662519,0.282654464,0.303157955,0.281502962,0.277589649,0.227054015,0.236951113,0.175166786,0.024396844,-0.026337298,0.002111046
3154,-0.013801101,-0.01074117,0.006180607,0.027663892,0.042654436,0.058252092,0.077353083,0.094798423,0.1141214,0.130579859,0.212735251,0.286131591,0.304168105,0.28070274,0.276580483,0.214147478,0.209439531,0.119449928,0.012974457,-0.020574259,0.000870164
3155,-0.012683012,-0.009538044,0.011858363,0.031085722,0.046743825,0.061217226,0.079241395,0.094235919,0.1171019,0.13875857,0.220248207,0.293497264,0.310290813,0.286961168,0.281443447,0.219616324,0.21341534,0.107427448,0.004774817,-0.024219912,0.003259425
3156,-0.012921344,-0.010488885,0.008592806,0.031179508,0.044266444,0.061289202,0.077215955,0.092733778,0.110559322,0.132968888,0.212774053,0.284272701,0.293459892,0.27342245,0.277093083,0.225689903,0.213922843,0.118717648,-0.001806995,-0.023289742,0.001323246
3157,-0.014656459,-0.009017332,0.006737993,0.033661544,0.049223952,0.062476244,0.080439933,0.091091156,0.101589195,0.126958519,0.201218024,0.270996958,0.27745977,0.249663845,0.263254017,0.212150007,0.19931002,0.096153282,0.003718543,-0.024971839,-0.004179731
3158,-0.017728589,-0.010007245,0.012239085,0.040476907,0.049621645,0.067278832,0.08312352,0.094869249,0.107638866,0.126694754,0.213193744,0.275028586,0.287066817,0.259445339,0.253868788,0.179099113,0.152361408,0.055694904,-0.011383921,-0.03028175,-0.017483788
3159,-0.018530525,-0.010203572,0.010742592,0.036828082,0.047591712,0.067879342,0.086463585,0.094796717,0.108232245,0.133578286,0.207761765,0.261683077,0.27217114,0.247835875,0.236429527,0.136348546,0.096304029,0.018528594,-0.016589643,-0.023498775,-0.026690943
3160,-0.02032325,-0.008497891,0.013808974,0.035335612,0.049226549,0.069733553,0.080071121,0.099739328,0.108585387,0.132333428,0.208650991,0.259402007,0.265170306,0.246789366,0.244710982,0.172872841,0.147131532,0.070213296,-0.00938038,-0.020954963,-0.02892839
3161,-0.019405333,-0.008115224,0.013998551,0.033559225,0.045022391,0.071783178,0.084341675,0.093721427,0.108208761,0.130265743,0.206606343,0.258888572,0.251060665,0.244345814,0.24402386,0.186949939,0.166774824,0.092242114,-0.006168313,-0.0226842,-0.027321801
3162,-0.017095026,-0.00786417,0.01641269,0.03518106,0.046258323,0.065184943,0.077997036,0.086326092,0.107513271,0.128690824,0.188406318,0.246591896,0.230579853,0.228570983,0.226217136,0.152273208,0.127090052,0.049570702,-0.003637661,-0.02142771,-0.026435316
3163,-0.014358292,-0.00899506,0.01595108,0.036257979,0.047351979,0.059254121,0.074922487,0.088178508,0.101495326,0.123955481,0.185027644,0.246763766,0.241170481,0.229668528,0.229310036,0.164172933,0.14253971,0.056994829,-0.00418542,-0.019304937,-0.022300446
3164,-0.014012446,-0.010491361,0.01738322,0.032706473,0.044939324,0.065272361,0.07941702,0.088385858,0.110783346,0.141677991,0.207139432,0.259589225,0.259187907,0.255853206,0.249711007,0.178896919,0.158739299,0.061168123,-0.001898995,-0.024983412,-0.022659868
3165,-0.01446744,-0.007240939,0.012184123,0.028449815,0.04650788,0.065480791,0.077175103,0.091992237,0.11556118,0.133841306,0.199531361,0.251878917,0.2471371,0.253223658,0.248158321,0.186832681,0.160863802,0.065952756,-0.007636558,-0.021582147,-0.022465331
3166,-0.016102102,-0.006567005,0.000607254,0.030511113,0.049493283,0.066912234,0.077162452,0.092411064,0.108013943,0.137697622,0.195469007,0.251581848,0.242429137,0.259083033,0.247025907,0.185500592,0.168463305,0.062762894,-0.004962204,-0.027528241,-0.020050855
3167,-0.011126435,-0.006388732,-0.00022871,0.030880198,0.047652099,0.062522151,0.080404982,0.084379219,0.107325837,0.13220194,0.195186019,0.256073982,0.24617365,0.265238285,0.257306069,0.193754122,0.178941622,0.068045564,-0.003411014,-0.023297021,-0.024686476
3168,-0.010161915,-0.008129047,-0.006404296,0.034039769,0.04682168,0.061697442,0.077355728,0.086211279,0.10754659,0.134390816,0.193666801,0.261982083,0.246205941,0.253262699,0.235429093,0.156909093,0.131622091,0.035573866,-0.011171955,-0.026209218,-0.022222763
3169,-0.010076969,-0.008439446,-0.004017368,0.034557346,0.049437322,0.064416431,0.0764625,0.084551901,0.103450313,0.131835863,0.185378358,0.241036907,0.228065684,0.242874905,0.226185188,0.142706051,0.120723329,0.030614013,-0.014956814,-0.022158867,-0.017200118
3170,-0.014260042,-0.00914064,-0.004026216,0.035770543,0.047999229,0.063080817,0.078096338,0.085026339,0.099553302,0.12698485,0.182201937,0.237554222,0.2185812,0.229481414,0.21187456,0.137185246,0.11406029,0.029435933,-0.012110166,-0.017060004,-0.017084554
3171,-0.013478565,-0.008567825,-0.001428782,0.03036887,0.044777583,0.063378826,0.073709257,0.084221937,0.102443114,0.136811063,0.179279611,0.234984964,0.229971811,0.248310924,0.231333211,0.178633317,0.163724273,0.073539183,0.002563219,-0.017643182,-0.00705029
3172,-0.018237377,-0.010105325,-0.002706358,0.028054217,0.0417566,0.060829405,0.072285682,0.088877715,0.104894795,0.140271187,0.18796429,0.245621264,0.246320263,0.257953763,0.245075375,0.197840318,0.194902286,0.114318036,0.011323386,-0.019597096,-0.01033425
3173,-0.018601825,-0.006000507,-0.003946003,0.030584078,0.046874881,0.06240283,0.075211093,0.088573046,0.106125958,0.147680104,0.19108668,0.243090555,0.243151054,0.260516465,0.249214724,0.197950974,0.191102609,0.096773408,0.001012782,-0.022205839,-0.020693151
3174,-0.017746046,-0.009861509,0.000273238,0.032816242,0.049356438,0.060778663,0.074409485,0.085873194,0.109272562,0.150401235,0.188265309,0.24842453,0.235253811,0.253473371,0.241835251,0.188295677,0.188989237,0.097937293,0.002558202,-0.017619815,-0.024120566
3175,-0.015771059,-0.009182596,-0.004122934,0.030644689,0.046048608,0.059289921,0.080401838,0.086742491,0.105094522,0.162145317,0.190077797,0.248041973,0.239364907,0.260076851,0.249088809,0.181875527,0.176596865,0.077945627,-0.000648633,-0.021555236,-0.024328686
3176,-0.016769676,-0.009850088,-0.005321008,0.033372663,0.04608738,0.061743282,0.078716829,0.084742904,0.106271006,0.16023849,0.191175401,0.254066199,0.243945256,0.261060148,0.25109604,0.183556482,0.181369141,0.086208105,-0.001406848,-0.02652747,-0.021013791
3177,-0.019982817,-0.011152858,-0.003289267,0.032861024,0.048647322,0.065020382,0.079879761,0.086839072,0.110250033,0.163543895,0.199164659,0.262636185,0.262573361,0.271285623,0.253160477,0.202814743,0.194434837,0.098383047,0.002594746,-0.024190033,-0.016197216
3178,-0.022064369,-0.012309733,-0.000352924,0.032747265,0.046502039,0.060990226,0.080005817,0.088424899,0.104746439,0.1617672,0.193699032,0.25680092,0.252520531,0.265705228,0.24667716,0.195272937,0.172285333,0.06431818,-0.005584472,-0.020416962,0.000124124
3179,-0.021077972,-0.01321785,-0.003474476,0.034741912,0.046854317,0.059291612,0.081565514,0.09433461,0.112366036,0.170144558,0.203475624,0.264934301,0.269024014,0.282805532,0.266203433,0.217742637,0.205148712,0.11217799,0.00230852,-0.01933825,0.007019356
3180,-0.017930556,-0.013146865,-0.00641829,0.038221877,0.046537418,0.06139968,0.081845693,0.08852832,0.109333441,0.169878751,0.205301195,0.269108623,0.270308822,0.287064463,0.271110743,0.210399508,0.209906414,0.119900182,0.002404567,-0.020048479,0.005285359
3181,-0.017536918,-0.015445248,0.006170966,0.034538396,0.043744203,0.064028017,0.077856317,0.089332454,0.104368791,0.15576385,0.190137342,0.258157194,0.256778777,0.280880541,0.262472481,0.197758853,0.199587271,0.107716449,-0.000537891,-0.018648634,0.007814853
3182,-0.01770455,-0.012356795,0.003168896,0.036180537,0.046665702,0.065794595,0.079464331,0.092586525,0.113175839,0.146716163,0.198140711,0.260209471,0.268801332,0.271912366,0.254754871,0.195494026,0.194078848,0.093054876,-0.001817299,-0.023018364,0.004146393
