FID,0ch20,12ch20,24ch20,30ch20,39ch20,46ch20,53ch20,60ch20,67ch20,73ch20,81ch20,88ch20,95ch20,102ch20,108ch20,116ch20,121ch20,129ch20,135ch20,144ch20,150ch20
1834,0,0.001514435,0.067792892,0.054142952,0.147687435,0.145453596,0.263173103,0.362167835,0.502647686,0.708503962,0.878904819,0.895219994,0.900213289,0.970740032,0.886676788,0.92490468,0.925447607,0.749354172,0.480264997,0.649423599,0.02353363
1835,0,4.86E-05,0.062510586,0.055486917,0.14511776,0.147538185,0.278508234,0.362041903,0.499569178,0.703424168,0.86895895,0.902792406,0.904436493,0.988632011,0.89718399,0.949893618,0.953507185,0.756480551,0.490744877,0.657727861,0.029200602
1836,0,0.00180912,0.062766647,0.053473711,0.14099803,0.143041325,0.275743484,0.367973852,0.497529459,0.702553177,0.848891401,0.891348219,0.892046118,0.979645443,0.885310173,0.945283127,0.962133169,0.780519772,0.470522976,0.672177362,0.032060671
1837,0,0.000141239,0.063674068,0.052939606,0.136998129,0.13611145,0.264663601,0.348939991,0.499699593,0.711057329,0.864148712,0.910932207,0.919568443,1.010983276,0.916150093,0.976679134,0.985962152,0.835210657,0.555439711,0.671057367,0.021848154
1838,0,0.001540375,0.06467104,0.053803444,0.138485193,0.147418022,0.280053949,0.372438622,0.524573374,0.72351284,0.871407986,0.918900919,0.929532337,1.014877367,0.930752993,1.003896284,1.024163294,0.887245464,0.5512743,0.697039652,0.021899319
1839,0,0.000659037,0.059382677,0.043282509,0.111468506,0.105507851,0.23916235,0.333878136,0.502590084,0.730741501,0.895407772,0.968506002,1.020349169,1.112321997,1.038757753,1.120718241,1.143652344,1.009767246,0.578554916,0.769532776,0.03502388
1840,0,-0.000743818,0.056773233,0.029895973,0.075867367,0.058856487,0.155792379,0.255483007,0.434936285,0.687623358,0.878377151,0.965893841,1.041399002,1.14167161,1.078765392,1.163652849,1.196814013,1.052494669,0.633261061,0.78482585,0.032117081
1841,0,-0.001430511,0.058309603,0.031415415,0.090665007,0.074543762,0.177632666,0.279962683,0.442329407,0.6945117,0.875167704,0.952462006,1.004789829,1.110153246,1.050055695,1.133452511,1.167961454,1.009369326,0.628230381,0.752187204,0.035411167
1842,0,-0.001072407,0.068822193,0.054472923,0.141401291,0.161430359,0.285953283,0.389167023,0.527532148,0.742817116,0.88782239,0.960936785,0.995950651,1.076539993,1.002848768,1.061870861,1.090399313,0.92721982,0.519498444,0.721750355,0.031841564
1843,0,-0.001833916,0.072078705,0.059951115,0.150201941,0.166935015,0.291684246,0.388509274,0.525653505,0.724079132,0.859334946,0.924321175,0.942547131,1.003686094,0.921078682,0.975111055,1.00680604,0.847955227,0.478664064,0.669640589,0.030262947
1844,0,-0.003704977,0.076905489,0.067389679,0.154050112,0.171031666,0.276954365,0.393515778,0.522747374,0.716652298,0.849054813,0.913640833,0.925071192,0.980117846,0.899314642,0.911275339,0.940415573,0.745226383,0.460987186,0.633451653,0.032967615
1845,0,-0.001426601,0.073351145,0.05964489,0.141882563,0.149507809,0.265478134,0.383527756,0.514289951,0.690585613,0.824145365,0.889802074,0.896140909,0.942816782,0.857319736,0.879263258,0.897474527,0.723371887,0.435133982,0.634410286,0.026041222
1846,0,-0.002624273,0.074664307,0.066227436,0.153257465,0.172476768,0.287984896,0.418728542,0.535045767,0.715856075,0.840831804,0.907271099,0.914965153,0.963931084,0.878971577,0.879897404,0.89632597,0.752840567,0.456797123,0.651954079,0.02019124
1847,0,-0.004039621,0.073801184,0.062893009,0.150785637,0.179533434,0.29838872,0.421770573,0.542196083,0.696552992,0.821853161,0.890783405,0.894605732,0.946937656,0.857155228,0.876336765,0.893229628,0.732509613,0.436222219,0.661753702,0.01531415
1848,0,-0.00442872,0.073817348,0.063859034,0.143729782,0.167843819,0.288106155,0.422278738,0.539798594,0.693655968,0.826140833,0.89078455,0.883486509,0.933690691,0.847188044,0.843669939,0.856667614,0.648750782,0.421982431,0.64947648,0.02069788
1849,0,-0.00468154,0.069833899,0.062744284,0.13485074,0.152433443,0.266850471,0.399718857,0.520599413,0.672664213,0.807091951,0.869171619,0.849110794,0.914518499,0.809167814,0.78438859,0.786384249,0.525554943,0.397230244,0.596849537,0.025541306
1850,0,-0.003735542,0.068760872,0.056598091,0.131263065,0.136461449,0.252265167,0.392980003,0.513784742,0.652281046,0.790704775,0.851298714,0.831969452,0.9012218,0.794139051,0.759315634,0.763867569,0.468282032,0.386332607,0.600879097,0.028910542
1851,0,-0.006565952,0.064723158,0.055885696,0.12614727,0.134029388,0.237025499,0.372703886,0.487793207,0.621013117,0.764124489,0.824010468,0.803450394,0.862601519,0.766905212,0.745839119,0.762796926,0.494314146,0.374254656,0.597312498,0.023709583
1852,0,-0.006175947,0.065540457,0.058485365,0.132939434,0.15114727,0.2593997,0.388230324,0.502412033,0.64567647,0.7900383,0.853710651,0.851992607,0.912815571,0.806560755,0.814499617,0.834747553,0.645595837,0.410091591,0.663407898,0.018031836
1853,0,-0.006567907,0.070085573,0.067720604,0.143967438,0.154755592,0.279153967,0.409007978,0.517198563,0.660021496,0.822774315,0.878697824,0.869494772,0.926498127,0.825694847,0.832952738,0.854090834,0.673160696,0.441099548,0.679353714,0.012197495
1854,0,-0.006074905,0.07009697,0.066950035,0.146534061,0.163008976,0.270029545,0.403485394,0.497757244,0.627080107,0.770692062,0.824487019,0.801717854,0.84809494,0.748933458,0.754603529,0.779639244,0.576440525,0.407270432,0.624334192,0.00825882
1855,0,-0.006728029,0.067708111,0.063666534,0.145009518,0.156657887,0.265603352,0.39820528,0.520344782,0.655392933,0.809004974,0.865864229,0.850044489,0.894622087,0.799561501,0.808575726,0.823828793,0.616153908,0.43243227,0.652509403,0.013805389
1856,0,-0.00726881,0.069355011,0.063952255,0.142118597,0.152674007,0.26865406,0.382102776,0.481010914,0.624834633,0.771604729,0.825803423,0.81288271,0.856969547,0.747919798,0.743962574,0.754714155,0.534505653,0.384989119,0.601813745,0.005023241
1857,0,-0.006850052,0.065552759,0.059321404,0.138337994,0.148311615,0.266835213,0.382085991,0.484083986,0.613530064,0.761543322,0.812627983,0.796959162,0.837904978,0.728627443,0.70933876,0.726564741,0.513863707,0.369069004,0.587974072,0.004743576
1858,0,-0.008434963,0.067682552,0.062446117,0.140679598,0.147259378,0.263135242,0.383098412,0.482773972,0.623965549,0.7867414,0.834469986,0.832697535,0.87470212,0.770160961,0.79943099,0.815693474,0.642786694,0.410376358,0.633925438,0.004892635
1859,0,-0.006752777,0.066945076,0.065966129,0.145065641,0.152701521,0.258541632,0.372875309,0.490397787,0.626355362,0.783511925,0.834109974,0.831777763,0.876209831,0.753003502,0.76642189,0.779750872,0.61000638,0.397635889,0.597477102,0.006428719
1860,0,-0.009452248,0.068315554,0.065590906,0.148144865,0.149315023,0.267828751,0.38671813,0.510743713,0.650548077,0.804522896,0.859880018,0.857939863,0.902835512,0.779643106,0.808725786,0.824860239,0.6583776,0.422781515,0.628121662,0.010265398
1861,0,-0.009549046,0.066973782,0.063798714,0.145439386,0.165105867,0.273844004,0.400138235,0.511048698,0.667953873,0.813384485,0.869001102,0.870439625,0.907777977,0.783813286,0.801538563,0.823986578,0.674487257,0.419707918,0.63738327,0.011688423
1862,0,-0.009976387,0.068086052,0.065489769,0.1512959,0.170456362,0.289566994,0.401006317,0.523349905,0.667358828,0.817960739,0.868775749,0.869035864,0.915981007,0.782934284,0.806574297,0.837245131,0.624605274,0.434428406,0.616553593,0.013835907
1863,0,-0.008673334,0.06591115,0.069688034,0.152553368,0.164085817,0.286989689,0.387317324,0.503392744,0.634054375,0.774824142,0.831782532,0.822574377,0.890118694,0.747278833,0.775192595,0.805213022,0.595816422,0.418558359,0.588397694,0.013450527
1864,0,-0.009868622,0.061851692,0.0631495,0.147372246,0.165693808,0.286313343,0.401053905,0.509558773,0.653783751,0.788141441,0.839523077,0.841890907,0.889220953,0.748331118,0.7707026,0.801921225,0.631073475,0.42779274,0.600238895,0.005378151
1865,0,-0.011329651,0.064686346,0.063528299,0.145391703,0.153944063,0.283322716,0.406388378,0.52207098,0.682416153,0.823605728,0.88566184,0.889367151,0.969273281,0.813915491,0.844541359,0.865036964,0.703650236,0.460413218,0.659904718,0.011672401
1866,0,-0.011544991,0.060966492,0.058948612,0.137566328,0.145248699,0.274798679,0.406740713,0.516833115,0.679728651,0.824499083,0.881437302,0.870602322,0.952005625,0.792808867,0.815553284,0.845622253,0.660704422,0.444843626,0.638834,0.017894077
1867,0,-0.012053394,0.062518167,0.0629529,0.14810586,0.162919283,0.295942926,0.42293582,0.523601675,0.679414272,0.808273411,0.863911772,0.857251215,0.948661661,0.783156633,0.809836245,0.833619261,0.685267687,0.456257343,0.648955536,0.00986867
1868,0,-0.010340643,0.06324482,0.063531303,0.154858065,0.171682835,0.293427849,0.430452824,0.535892773,0.682481241,0.839711237,0.891389275,0.877457714,0.974275351,0.807263947,0.837905502,0.860249567,0.672592115,0.454651928,0.635873079,0.01189003
1869,0,-0.011444998,0.063504505,0.060840797,0.154217815,0.17281723,0.291700315,0.413192844,0.528992367,0.672272968,0.797391319,0.860480785,0.840762615,0.941048384,0.777987146,0.798687601,0.825804996,0.64701395,0.447554064,0.641161966,0.015285969
1870,0,-0.011030626,0.062374163,0.064886522,0.155868149,0.178786278,0.298633289,0.406566906,0.517980003,0.651477385,0.765692091,0.826663876,0.80589385,0.907638359,0.743615627,0.772386599,0.797588348,0.613931704,0.426313734,0.617357588,0.008763313
1871,0,-0.009795189,0.06227684,0.06225605,0.157770157,0.176831532,0.29804039,0.414239788,0.529536486,0.659260225,0.775509214,0.840188217,0.820306349,0.92242384,0.756479454,0.789516783,0.813008833,0.635436058,0.42519598,0.619333315,0.005123281
1872,0,-0.013398981,0.062454319,0.063451767,0.158259535,0.167497206,0.296483135,0.407884932,0.525751734,0.66053834,0.77813859,0.84542222,0.819302177,0.924652147,0.751348066,0.776249123,0.80852704,0.609128094,0.427286291,0.593416548,0.011340189
1873,0,-0.009567833,0.058791208,0.059488297,0.15551734,0.163711023,0.290650797,0.408305454,0.526091337,0.668381405,0.780049133,0.855360126,0.842978287,0.948427677,0.770826626,0.801384258,0.827050209,0.633636856,0.420613194,0.596237278,0.014956284
1874,0,-0.012559366,0.058887625,0.060788298,0.158099461,0.175955296,0.303069639,0.415251541,0.550475216,0.666410637,0.789271259,0.862789583,0.838733292,0.957381105,0.779777575,0.798570728,0.82745924,0.632774115,0.419575405,0.590351343,0.015789127
1875,0,-0.010532331,0.061505461,0.067281437,0.174647903,0.189979219,0.315612364,0.438537598,0.575169754,0.699531746,0.824410009,0.883659458,0.856896257,0.964829588,0.772359276,0.734840727,0.75628109,0.548805523,0.429375601,0.555943823,0.021679068
1876,0,-0.012427235,0.059711552,0.067122602,0.175505924,0.194634438,0.320910645,0.430164289,0.568470097,0.701208305,0.81787982,0.887661505,0.860612249,0.955112505,0.778527927,0.783124018,0.808248663,0.58651495,0.432903099,0.593687439,0.010728931
1877,0,-0.010848761,0.059890079,0.062704468,0.16820364,0.186636305,0.298767376,0.403234243,0.533593369,0.65879612,0.781107092,0.843583441,0.823686457,0.911955166,0.742673922,0.758845186,0.799809551,0.611126232,0.415037966,0.559755802,0.007686615
1878,0,-0.010621977,0.065155554,0.067039728,0.169737482,0.194980621,0.310919809,0.417464924,0.558065844,0.685611105,0.81356554,0.881544304,0.866281176,0.951854944,0.796407175,0.830062675,0.862898922,0.697375488,0.442753077,0.602403259,0.007847881
1879,0,-0.013086319,0.063259172,0.067230606,0.167618084,0.188892508,0.309183168,0.419300032,0.570448399,0.688328123,0.827650309,0.890193462,0.884177303,0.978783274,0.816596794,0.857720804,0.883928013,0.732164669,0.451976776,0.61602025,-0.002230644
1880,0,-0.01366806,0.062847233,0.06664362,0.169268608,0.201728964,0.308872223,0.421469784,0.560036993,0.683828354,0.821242571,0.884369993,0.875358295,0.968577766,0.807984591,0.83785181,0.862824011,0.709344959,0.439622879,0.603713369,-0.003633642
1881,0,-0.015665865,0.06216917,0.066576481,0.166368866,0.189621162,0.293365574,0.405979156,0.541259003,0.659772348,0.809173775,0.866844177,0.859470558,0.946015406,0.785275459,0.808992529,0.837320757,0.684712172,0.429322863,0.583221054,0.001459122
1882,0,-0.015360498,0.058455658,0.066730547,0.170295763,0.197287321,0.297703838,0.430262852,0.577064896,0.694720268,0.839536953,0.896790552,0.883143902,0.964754438,0.813902903,0.8170856,0.844333696,0.651813507,0.45782094,0.586264706,0.005294991
1883,0,-0.01666913,0.060046196,0.067150736,0.167871237,0.192420959,0.285565376,0.418269634,0.566942072,0.682986641,0.822705555,0.88379221,0.870466518,0.947476006,0.786745167,0.807050848,0.824882746,0.622675276,0.422756672,0.553365803,0.00664916
1884,0,-0.016135883,0.055441999,0.06200161,0.158502674,0.170645046,0.272427273,0.403391361,0.53690052,0.651892138,0.810559607,0.86751461,0.864193916,0.933481932,0.775115252,0.766499949,0.780868912,0.554642105,0.414027071,0.533352184,0.010600948
1885,0,-0.0177145,0.052251911,0.051350784,0.139496136,0.138759661,0.233288193,0.360891819,0.521182442,0.645577097,0.803635025,0.862357378,0.85619297,0.927676439,0.78842473,0.820031452,0.846969748,0.668199253,0.423365879,0.577053499,0.001682472
1886,0,-0.018451548,0.057242393,0.062690544,0.161176968,0.16565423,0.274749899,0.393527555,0.556570625,0.675434494,0.833979845,0.881195498,0.879233742,0.940908384,0.801978683,0.832305288,0.860146904,0.682975912,0.446228313,0.5969244,-0.000882149
1887,0,-0.018519258,0.051924706,0.060144377,0.150916386,0.151662016,0.277740335,0.390819693,0.552425814,0.666758013,0.818640995,0.878414202,0.879600239,0.934205341,0.79810276,0.825593376,0.867092609,0.644992304,0.435077667,0.594752216,-0.00385375
1888,0,-0.020441055,0.050424623,0.063542366,0.159234238,0.177118969,0.29044466,0.412387037,0.557375145,0.659221935,0.803862381,0.86424942,0.85799365,0.920787764,0.781232882,0.795495987,0.823730469,0.659672832,0.448811722,0.605031919,-0.003514099
1889,0,-0.016590977,0.052530432,0.066809654,0.165988398,0.178490877,0.30312438,0.424934387,0.560551167,0.653454018,0.784517384,0.836910963,0.843045282,0.895569897,0.754624701,0.747013617,0.786163712,0.580062246,0.419360161,0.582480907,-0.000821018
1890,0,-0.017442369,0.051406956,0.068269873,0.157778645,0.179675102,0.293528652,0.412019396,0.567823601,0.682379913,0.828764009,0.882126617,0.886507654,0.957905912,0.80769763,0.797693443,0.847241688,0.651418257,0.446362066,0.617192793,-0.004445934
1891,0,-0.017128801,0.048840714,0.066806793,0.161656523,0.179863071,0.302586889,0.420698833,0.565480471,0.68025794,0.819279337,0.871546412,0.858599424,0.933857203,0.793646431,0.794521999,0.834307528,0.650751352,0.425235987,0.610238409,-0.005885887
1892,0,-0.015229034,0.047028589,0.069199753,0.163643456,0.187245417,0.302746344,0.428473616,0.566139746,0.682395077,0.799706602,0.848943233,0.835934496,0.907712507,0.774654961,0.758098602,0.806060886,0.635275173,0.420189905,0.626172686,-0.007281256
1893,0,-0.016261625,0.047390079,0.069446611,0.174419498,0.202962112,0.319606113,0.465547705,0.606893301,0.715811968,0.839648342,0.891531229,0.885039663,0.964290667,0.827939558,0.823872709,0.858216333,0.693414736,0.459560823,0.652458048,0.000298595
1894,0,-0.016330624,0.045593309,0.070104122,0.171929598,0.199461794,0.315612125,0.450504971,0.589669085,0.704294491,0.825109863,0.873481369,0.865019035,0.936285019,0.796002865,0.772037601,0.808064604,0.616295815,0.417181969,0.605875969,0.007049656
1895,0,-0.01786232,0.046187592,0.073028946,0.174804115,0.197563553,0.318357134,0.437330103,0.576943207,0.685703421,0.79677434,0.853709698,0.852108002,0.933206749,0.795634794,0.769786835,0.812387133,0.620688772,0.413516235,0.61241889,0.007095575
1896,0,-0.015161324,0.045943308,0.065249157,0.163454294,0.174920988,0.303220749,0.439311409,0.589990664,0.720873833,0.864731312,0.916459656,0.947653913,1.021262407,0.884476519,0.879994774,0.92056365,0.719199705,0.456054974,0.678153992,0.00724988
1897,0,-0.017188931,0.042734337,0.052920437,0.146195412,0.167559338,0.285937405,0.415651655,0.565473938,0.697363472,0.827740955,0.870703602,0.886804628,0.953269482,0.82213335,0.817879915,0.843914366,0.638667059,0.426021624,0.629758692,-0.004325819
1898,0,-0.016793156,0.039031982,0.042474222,0.110436153,0.09677124,0.223100662,0.374756002,0.539560604,0.690079594,0.849123526,0.904565573,0.946540976,1.036729002,0.909343767,0.936536884,0.982013988,0.835716248,0.441060209,0.705886173,-0.00017395
1899,0,-0.0178442,0.041818953,0.048773909,0.135060692,0.13363471,0.259087086,0.403517008,0.544495058,0.702824497,0.867785788,0.926615047,0.942571783,1.032527924,0.915142107,0.933219481,0.96311121,0.804325771,0.477006102,0.681193352,0.002089882
1900,0,-0.01641531,0.046990585,0.062716007,0.156667233,0.163417912,0.28411684,0.420845795,0.567654276,0.7266994,0.877980042,0.930781746,0.952642584,1.025055027,0.902652025,0.933119059,0.962987232,0.791319799,0.508382654,0.708573627,-0.000385809
1901,0,-0.016659594,0.048928213,0.067768097,0.166046762,0.161308336,0.294218636,0.422680426,0.552576351,0.708875275,0.85942688,0.904012871,0.91709981,0.987497854,0.869196939,0.876185179,0.898181963,0.73049655,0.478254414,0.675199032,-0.001338911
1902,0,-0.017268181,0.050637484,0.06560421,0.159031248,0.175390196,0.303864574,0.445796251,0.5838624,0.722652483,0.874491167,0.909469414,0.936598921,1.00670681,0.8780725,0.898758459,0.923025656,0.769282627,0.504484653,0.687762213,-0.000416708
1903,0,-0.014774132,0.052818441,0.067306662,0.164907551,0.176630497,0.303092337,0.425491428,0.531313181,0.661090088,0.808123016,0.8341434,0.841779041,0.921384525,0.7823318,0.799320316,0.822158957,0.648773575,0.43934207,0.568841219,-0.006232786
1904,0,-0.015758467,0.052577019,0.065561056,0.150973797,0.165221643,0.296115065,0.40668788,0.525978518,0.65755868,0.828108406,0.857797718,0.884722471,0.960842514,0.828901243,0.836003304,0.860078669,0.661124611,0.43767581,0.585413361,-0.001333904
1905,0,-0.014006519,0.054448223,0.068026257,0.156369686,0.18492775,0.307205534,0.423649025,0.535311556,0.667815542,0.845236111,0.873195505,0.887119293,0.950904179,0.831996155,0.808296299,0.821459532,0.64711318,0.442755222,0.573010349,-0.000313473
1906,0,-0.015054655,0.052947998,0.065816832,0.157677031,0.184008121,0.292265177,0.397154808,0.52276535,0.665991783,0.830080366,0.861572456,0.865556669,0.941162634,0.821512604,0.815590858,0.840022755,0.623858452,0.428421974,0.559535408,0.00268178
1907,0,-0.016359138,0.055294085,0.068993092,0.162508249,0.182352591,0.308503675,0.404318237,0.529885864,0.668772411,0.830777645,0.857832718,0.865705967,0.929006624,0.829290295,0.824395609,0.856149817,0.673537254,0.45352025,0.583373594,0.000557089
1908,0,-0.01508975,0.051587105,0.064234304,0.156202984,0.173462105,0.292377472,0.410979843,0.538318443,0.675091743,0.836002827,0.861935806,0.869675922,0.945744896,0.837799788,0.840294504,0.86887455,0.697450447,0.453985262,0.580961609,-0.002953482
1909,0,-0.016285801,0.052782297,0.066641998,0.159618759,0.176789141,0.289105558,0.412144089,0.534688187,0.662943983,0.82340498,0.844557476,0.852022457,0.910152292,0.808205843,0.780201387,0.817639065,0.625444841,0.423808718,0.563196421,-0.002316475
1910,0,-0.015372229,0.056596231,0.072757101,0.173988819,0.179379559,0.313085032,0.423048067,0.55585537,0.668415117,0.814359045,0.8398489,0.822084999,0.884429026,0.766378546,0.725163746,0.764295483,0.576363993,0.425668144,0.547260141,-0.00081687
1911,0,-0.01558671,0.054432487,0.071558952,0.167080975,0.174714518,0.303652096,0.421216822,0.558568621,0.674798489,0.817176723,0.843324375,0.826154089,0.881886673,0.775195456,0.720495796,0.756809235,0.555749846,0.41991539,0.526762915,0.003371286
1912,0,-0.014878225,0.056434631,0.070237637,0.167707157,0.163008642,0.305636501,0.413375711,0.55904212,0.67930007,0.813448429,0.845120573,0.838991594,0.883542871,0.788710308,0.759887075,0.796572781,0.619030762,0.434661961,0.571591234,-0.004940033
1913,0,-0.015975904,0.054003906,0.068213081,0.164471626,0.164520979,0.295253277,0.402204895,0.559002066,0.685700655,0.824104977,0.874438477,0.874289513,0.927375555,0.815341091,0.773576117,0.800509453,0.591262007,0.437318087,0.581883001,0.000528622
1914,0,-0.016687346,0.055415726,0.07014389,0.161440992,0.148340988,0.282566595,0.401479769,0.556517649,0.683265829,0.80674324,0.851211739,0.848133278,0.9138937,0.788692617,0.746791363,0.764194536,0.558477688,0.437236023,0.57418108,0.006573772
1915,0,-0.014547253,0.056516838,0.072600555,0.163465691,0.156628036,0.279023027,0.412656069,0.565808821,0.688448954,0.811537075,0.856644773,0.853417683,0.930264521,0.809820843,0.753506851,0.76520319,0.548549604,0.445876694,0.603469753,0.005892897
1916,0,-0.014280224,0.059049845,0.070798206,0.160159779,0.154118538,0.275858927,0.405745935,0.566069412,0.673745584,0.789522696,0.82828021,0.815992451,0.874562645,0.754669619,0.643169737,0.657324886,0.49842844,0.407005167,0.548906326,0.011409807
1917,0,-0.014648342,0.055420923,0.065539694,0.152091169,0.132963228,0.260007143,0.380841017,0.543639517,0.6524261,0.775941086,0.81788826,0.802196407,0.889788675,0.772389841,0.708793688,0.715120697,0.530105877,0.409996796,0.573805046,0.004183817
1918,0,-0.013664198,0.056234932,0.078407478,0.155852604,0.129476643,0.237542439,0.364891243,0.532982016,0.641682148,0.785170364,0.833324003,0.829887104,0.940591908,0.819900417,0.794329405,0.80252409,0.592378902,0.415916491,0.577838945,-0.000846815
1919,0,0.003346443,0.075699902,0.054133511,0.147702265,0.143293476,0.276482391,0.382528305,0.470001268,0.623025942,0.778057289,0.789570045,0.785203934,0.813054562,0.736808252,0.742011404,0.73351717,0.462083435,0.440373945,0.558182907,0.030791283
1920,0,0.002920341,0.075600719,0.055813837,0.150788164,0.156675959,0.293984413,0.423825121,0.502909994,0.673791885,0.829048538,0.845534515,0.852859354,0.880288315,0.795629883,0.810656309,0.801401758,0.538052416,0.454326725,0.586914253,0.028539753
1921,0,0.005720425,0.075470352,0.056897306,0.150312948,0.153960228,0.283054876,0.413356113,0.501442146,0.675598049,0.845580006,0.858336592,0.865277195,0.900027418,0.815489197,0.823194551,0.818903208,0.569543028,0.452463245,0.601363373,0.027194595
1922,0,0.001743698,0.075304031,0.061118269,0.159744596,0.175717211,0.315771818,0.441815281,0.534226942,0.70599947,0.859950352,0.869088221,0.877430534,0.904829216,0.814455271,0.817143106,0.817770958,0.584916973,0.473721933,0.603514147,0.02900033
1923,0,0.005996132,0.078501797,0.060308456,0.168021202,0.182113552,0.322314787,0.437718105,0.541466808,0.721918058,0.861709929,0.873960114,0.888205099,0.927730656,0.82653842,0.847716188,0.846710014,0.624883509,0.465466499,0.61223321,0.027520561
1924,0,0.002943087,0.077911377,0.061405849,0.16069541,0.169952154,0.298731136,0.42241106,0.528968954,0.705353069,0.8564888,0.866769791,0.8956882,0.945253706,0.841336536,0.865125132,0.870897961,0.656667185,0.462136889,0.609251261,0.027936077
1925,0,0.004047108,0.077486086,0.06014657,0.157631969,0.1696558,0.302828169,0.416224194,0.518714571,0.704056263,0.859151268,0.870653248,0.898743677,0.94213171,0.844093418,0.868579388,0.873596859,0.667513323,0.468593502,0.622720146,0.027065992
1926,0,0.004327011,0.078355837,0.062064457,0.157647085,0.16637845,0.310720539,0.428275251,0.537260103,0.723598719,0.87569828,0.879882097,0.895069695,0.937502337,0.83468833,0.839848566,0.849853134,0.635962105,0.466074657,0.622074127,0.028115463
1927,0,0.001647043,0.076768446,0.061177301,0.154608297,0.167617655,0.306807995,0.401023865,0.514110708,0.707304716,0.872107315,0.879714203,0.901715612,0.953127861,0.854746914,0.869706011,0.884645367,0.67792387,0.468358707,0.645605659,0.028771782
1928,0,0.002657509,0.075081968,0.058895302,0.15701623,0.154585886,0.290716791,0.396056414,0.505001926,0.703293705,0.862627506,0.874132395,0.892255831,0.945266771,0.849877977,0.861836433,0.875350952,0.674704885,0.479824114,0.636558771,0.031944323
1929,0,-0.001463747,0.072799683,0.057069778,0.152664328,0.147585058,0.285378838,0.391365099,0.509693861,0.711486959,0.886278152,0.890473318,0.91652832,0.983463717,0.886642742,0.926988125,0.934927702,0.755656242,0.483299065,0.664592075,0.034063053
1930,0,0.003233147,0.073570251,0.062635422,0.159987545,0.163191795,0.297110128,0.399713707,0.513696718,0.701073503,0.861970377,0.877761412,0.890385628,0.952158213,0.853690767,0.882792234,0.889065838,0.674879122,0.479819155,0.637292099,0.037837124
1931,0,-0.000583601,0.07157526,0.06241045,0.156424761,0.167120218,0.289859962,0.38805747,0.51545639,0.695783806,0.865782356,0.874620628,0.883636665,0.955641556,0.851412916,0.882455969,0.885998869,0.674884415,0.471050549,0.659577179,0.036855793
1932,0,0.001414299,0.06842761,0.059151649,0.153566408,0.158840752,0.287344646,0.379802799,0.522007179,0.71059804,0.877760315,0.890731049,0.91384697,0.977617025,0.883005142,0.912513065,0.921396017,0.711157751,0.479642344,0.673731995,0.032372475
1933,0,0.002132845,0.069068956,0.059606743,0.157262802,0.161218643,0.299564075,0.395313263,0.533889008,0.719090605,0.881477308,0.895905018,0.911992073,0.959869432,0.862352467,0.887514496,0.88837719,0.670478058,0.472711992,0.655416155,0.036121464
1934,0,0.001073265,0.066175175,0.056833839,0.145459652,0.136853075,0.273925209,0.363749409,0.500410604,0.702277374,0.881408167,0.900613642,0.932492304,0.988966894,0.890269995,0.929271078,0.932857847,0.743361378,0.491966009,0.66821847,0.035138655
1935,0,0.002239323,0.065572739,0.057737541,0.145424366,0.143442726,0.268947649,0.369251823,0.506031752,0.705382919,0.863810539,0.892580748,0.910515165,0.97879281,0.872911453,0.925727272,0.924994469,0.74316783,0.497299194,0.661872244,0.030172443
1936,0,0.000338459,0.065237999,0.060049629,0.144903708,0.136681604,0.27612114,0.354023504,0.500891685,0.706984854,0.850118828,0.890925741,0.918636703,0.991605854,0.890541363,0.955204773,0.951326895,0.77615571,0.491124105,0.668262672,0.030093575
1937,0,0.001650906,0.064688683,0.060291862,0.151129103,0.152132225,0.291324663,0.365435743,0.522361803,0.716117859,0.85817337,0.906909084,0.926462555,1.005277157,0.900466681,0.955802965,0.969874525,0.793388128,0.493083668,0.672515774,0.030516148
1938,0,-0.001731825,0.063025475,0.058515978,0.144675398,0.143989944,0.281175089,0.366243696,0.524177647,0.71193738,0.851524115,0.909354353,0.921786976,1.000688791,0.900910616,0.963273335,0.982442999,0.827911091,0.516241217,0.670504141,0.025401115
1939,0,0.001234293,0.065077019,0.06354928,0.156071472,0.153028297,0.299484777,0.388037682,0.557647371,0.733860683,0.876667976,0.938452816,0.962817287,1.04135232,0.943921041,1.016631556,1.032957029,0.879868841,0.570821905,0.69242959,0.023440695
1940,0,-0.000577831,0.069450378,0.064235878,0.158925581,0.167402554,0.309240437,0.402978897,0.563107347,0.759559917,0.885797691,0.962742043,0.995240545,1.069298649,0.976246405,1.02741971,1.044589281,0.903058338,0.543056679,0.725933456,0.023587608
1941,0,0.000751543,0.069217777,0.060274172,0.151578283,0.163099384,0.285752535,0.390060377,0.554330254,0.749937963,0.881844521,0.945949554,0.984719563,1.064079762,0.97169404,1.036532593,1.056439781,0.902867842,0.538828087,0.737512302,0.028203058
1942,0,-0.000430965,0.072057724,0.061787367,0.153186798,0.163728046,0.295438242,0.397818375,0.547848797,0.747521067,0.872796345,0.930263233,0.948416471,1.007684803,0.922606564,0.976754856,1.001173162,0.838419628,0.531686497,0.690434933,0.022717571
1943,0,-0.002265739,0.070277786,0.059447479,0.150401306,0.156539059,0.281273413,0.386668587,0.532599783,0.741909981,0.859726906,0.92991972,0.938752699,0.99060154,0.902018785,0.948320675,0.976630163,0.801250458,0.498742342,0.646310329,0.027426004
