FID,0cc20,12cc20,24cc20,30cc20,39cc20,46cc20,53cc20,60cc20,67cc20,73cc20,81cc20,88cc20,95cc20,102cc20,108cc20,116cc20,121cc20,129cc20,135cc20,144cc20,0ch20,12ch20,24ch20,30ch20,39ch20,46ch20,53ch20,60ch20,67ch20,73ch20,81ch20,88ch20,95ch20,102ch20,108ch20,116ch20,121ch20,129ch20,135ch20,144ch20,0eg20,12eg20,24eg20,30eg20,39eg20,46eg20,53eg20,60eg20,67eg20,73eg20,81eg20,88eg20,95eg20,102eg20,108eg20,116eg20,121eg20,129eg20,135eg20,144eg20
2684,0,0.057592393,6.64283095,23.48728066,28.85352843,28.77455452,38.8055095,46.0457667,51.04164139,58.4332306,71.70342109,89.05484078,86.1902009,96.65557897,93.03368196,82.61156365,82.09998176,19.5415333,0.434689834,0.039628105,0,0.006466913,0.08071804,0.091954279,0.19810586,0.206446838,0.307203579,0.385019684,0.523648691,0.660334969,0.722067881,0.805763388,0.780804253,0.886744595,0.699498558,0.745640755,0.766668749,0.558594275,0.453504133,0.523352098,-0.021561274,-0.011005517,0.003289056,0.033342276,0.043919139,0.049485594,0.077583425,0.082878977,0.103085056,0.131201461,0.180492759,0.234443143,0.234814063,0.247131914,0.203509659,0.164752141,0.150423214,0.049375609,-0.011096701,-0.025914671
2685,0,0.044113322,6.857491236,22.31634275,27.89208962,29.72105608,39.33606736,45.8759009,52.1979422,58.24003583,76.23485555,89.78649496,88.1110058,96.53851713,93.70499026,81.92443057,80.9137567,19.35863435,0.402602931,0.0463344,0,0.007439709,0.080465269,0.095865297,0.197533703,0.21172533,0.30536828,0.396494341,0.529918003,0.677054071,0.740881205,0.824598169,0.803482056,0.9123528,0.730092049,0.77943325,0.792462683,0.580464029,0.460548687,0.552903461,-0.022959704,-0.010852822,0.00364475,0.029338047,0.039116744,0.053608816,0.077555582,0.084145375,0.104417063,0.126748428,0.193457201,0.240078375,0.24361904,0.253972679,0.217022821,0.165713117,0.151529238,0.047412027,-0.016776498,-0.027673822
2686,0,0.110622173,6.887299841,21.99364381,25.96067673,29.36568753,38.90533621,44.19362275,50.90756873,55.71901769,72.48157248,89.82885707,88.58035843,97.54722335,96.02885465,87.61029278,86.71528064,18.83676269,0.250571559,0.071507151,0,0.006001663,0.082153797,0.096925783,0.197739601,0.209729671,0.299649048,0.388819885,0.514470673,0.643133211,0.729122162,0.810276079,0.789182091,0.897660446,0.732180166,0.789067602,0.80542469,0.549000597,0.451118898,0.544412661,-0.022616366,-0.01338167,0.002195966,0.029002216,0.031779651,0.052520264,0.077117823,0.079258874,0.104763255,0.122188717,0.184362188,0.238465369,0.24514696,0.25307557,0.221921906,0.174310371,0.159903795,0.051769659,-0.020447506,-0.026131349
2687,0,0.066782668,6.699669967,22.39241251,27.53816214,30.49030552,39.15528161,45.37843675,51.30008008,56.39726759,73.52791663,90.3819554,90.00054332,97.77484704,96.9205756,91.75693831,91.66332178,27.41592167,0.437128487,0.043286084,0,0.006971598,0.083183289,0.094248915,0.200241089,0.220260811,0.315309811,0.388187075,0.512134838,0.658734226,0.738701963,0.82322464,0.804229403,0.900315523,0.736690474,0.80567131,0.824437189,0.585769224,0.447572947,0.549056864,-0.022721402,-0.014393117,0.000685765,0.029740496,0.037294481,0.055121511,0.077717371,0.083349757,0.105024502,0.124939092,0.183946237,0.2421702,0.254685372,0.255867034,0.238650337,0.183538362,0.172794461,0.06489414,-0.014516334,-0.029720202
2688,0,0.137241447,7.300716354,22.73621807,29.05532693,31.09529891,39.45062393,47.36526002,52.48732073,58.10017229,77.32977561,91.93243848,90.91210194,98.13400624,97.65132351,91.49647749,89.56599287,35.95183661,0.561499771,0.073159579,0,0.001142693,0.081382227,0.090941715,0.201534843,0.214359713,0.307680225,0.403129673,0.519946527,0.6530931,0.759597445,0.823082209,0.815960312,0.901101112,0.736127472,0.788486767,0.802436876,0.599246693,0.452707767,0.54271059,-0.01951728,-0.010637082,0.002156935,0.03017368,0.042363852,0.056597024,0.077163085,0.088030495,0.105373845,0.129554182,0.199094281,0.257075757,0.263865262,0.266353697,0.25264436,0.185930878,0.16943863,0.072122477,-0.01497305,-0.020708006
2689,0,0.161960641,7.28456179,23.21476592,28.77427221,31.19464195,39.42949356,46.81683613,51.5946309,56.645393,73.24953704,89.88634851,89.72707351,97.84302954,96.82108277,85.85952724,79.82418889,15.95183661,0.492002676,0.05974699,0,0.005385399,0.083304691,0.090687323,0.202774811,0.20855155,0.314919472,0.399870682,0.518497562,0.655994511,0.748437309,0.818725109,0.809858513,0.880805779,0.719310045,0.760216284,0.769867229,0.550970268,0.440815449,0.528542948,-0.019103628,-0.007368705,0.001066613,0.030723698,0.04255623,0.058542985,0.077644087,0.087489344,0.10499043,0.125933349,0.184980959,0.243190914,0.254478127,0.247149184,0.241126865,0.163361475,0.143675566,0.042084362,-0.016232049,-0.02596809
2690,0,0.132339967,8.169486359,25.08434177,29.71781305,33.54010825,40.13564998,47.64735859,52.48186076,56.09348713,73.25247964,88.77585602,88.59153994,97.84349858,96.8912262,88.76919911,84.09596789,17.41624752,0.404816339,0.053040695,0,0.003061295,0.083118725,0.094873714,0.209669638,0.2161623,0.324334908,0.41196723,0.522273254,0.656836796,0.747367382,0.813680887,0.810168266,0.870824432,0.707701635,0.750462294,0.757095909,0.555441904,0.451708841,0.549845743,-0.016185725,-0.008211113,0.001748393,0.036850736,0.042397786,0.06389378,0.078208521,0.091273218,0.104595684,0.122112885,0.185256645,0.239905998,0.251969188,0.258879304,0.242678091,0.169383973,0.147217736,0.049051277,-0.015706692,-0.02401771
2691,0.00122537,0.111844518,7.56997922,23.03328105,28.53101661,30.68019122,39.56984302,48.31347521,54.37950448,60.48132689,77.44459641,92.15151112,91.55465626,98.48172944,96.77133636,88.84726643,84.75697056,20.60356653,0.483462887,0.085962506,0,0.002460718,0.082415104,0.092644262,0.203753519,0.209180689,0.315475655,0.407855415,0.523745728,0.667066336,0.779939079,0.850342989,0.853542948,0.908849001,0.764406157,0.79884243,0.819117117,0.578259945,0.460244417,0.587107229,-0.017664207,-0.01084411,0.0023681,0.032756075,0.040814552,0.053512257,0.075009964,0.092575811,0.112489685,0.13292861,0.195157945,0.254009396,0.26281932,0.271802217,0.255658686,0.176699519,0.155016646,0.051923797,-0.017972711,-0.023702946
2692,0,0.129889227,7.509221155,24.78120034,28.60539552,31.66575442,40.27154262,48.58207962,53.76313427,59.7697105,76.4610713,90.0203839,90.13093952,97.89829937,97.18836615,89.8924835,87.90252129,25.83348537,0.802926383,0.056839017,0,0.003483295,0.081521034,0.097657299,0.208418846,0.211696005,0.315962934,0.410885811,0.521040678,0.67005291,0.749738741,0.828446484,0.841103601,0.887765026,0.737387705,0.77678895,0.798837757,0.595661545,0.456234455,0.575193644,-0.023475595,-0.011646966,0.000875726,0.036704116,0.037031107,0.053954765,0.076920196,0.093350641,0.108658813,0.130126864,0.189388543,0.24193038,0.255600035,0.267849594,0.256926268,0.183920234,0.161639661,0.061156798,-0.012561657,-0.025531743
2693,0,0.026345456,6.579269038,23.6774233,28.1109587,31.98512461,40.26972263,48.52398748,54.30488486,60.23077483,77.50182615,91.59535711,89.64746832,96.53121963,93.53357276,73.05406616,68.87148438,12.12863893,0.341786779,0.05974699,0,0.001654625,0.079483509,0.094657135,0.207116938,0.213844395,0.329037189,0.422439861,0.533215809,0.689738083,0.767757368,0.844364452,0.865225315,0.892682314,0.747659016,0.789473772,0.799845028,0.557042837,0.463590956,0.582006216,-0.020395583,-0.013311172,-0.00091006,0.034615807,0.038660325,0.056489259,0.077057384,0.094244972,0.11291673,0.131101057,0.198336869,0.247639552,0.250924677,0.263954908,0.242427856,0.14837642,0.127651513,0.033597257,-0.018034043,-0.022978583
2694,0,0.031780956,7.293400396,25.58695226,29.79383324,32.14133674,40.37467543,48.08476304,53.00541144,59.05081414,75.87417243,90.18227811,87.83572494,95.17896275,93.60876775,74.09859479,71.52526911,14.33074226,0.611492151,0.03657979,0,0.000778484,0.080695248,0.098779106,0.209938717,0.216248894,0.341739082,0.432227325,0.529383039,0.68096447,0.753508329,0.836078548,0.837091208,0.869682312,0.734231377,0.766117477,0.778916359,0.569344616,0.461625338,0.574740553,-0.014246012,-0.012175621,-7.97E-05,0.03878605,0.042924628,0.057498693,0.078785278,0.091904618,0.10789752,0.124488257,0.187649682,0.240388334,0.240717664,0.25115037,0.235076129,0.147548378,0.127607286,0.036379635,-0.015342934,-0.024606941
2695,0,0.053916283,8.584525119,25.80674734,29.84057308,33.11897886,41.28913957,48.78303283,52.30228834,60.56692608,76.01132515,90.82134082,87.51637499,94.44283856,90.40256109,62.61854886,60.54866655,6.861758878,0.224965706,0.045115074,0,8.30E-05,0.082341671,0.098342371,0.216773987,0.216515303,0.337146807,0.428475809,0.529371309,0.690508842,0.764724684,0.844582987,0.860343933,0.88301816,0.735666609,0.745137072,0.743157434,0.54590044,0.462472868,0.539760208,-0.016485723,-0.011026707,0.004183287,0.038967777,0.041257393,0.059722967,0.082485825,0.096920066,0.107494392,0.129679993,0.192720056,0.240001202,0.237225667,0.249152496,0.217072353,0.12636137,0.108688712,0.023097381,-0.022527782,-0.023749981
2696,0,0.064173084,8.318054028,23.97934238,29.47965249,33.06209329,40.38984202,48.22975564,51.23456041,61.94884613,72.76721415,88.71423718,86.61656309,95.26830829,92.83530297,72.56750705,70.91594069,12.4285932,0.288980338,0.045115074,0,0.001089191,0.078896618,0.098378277,0.21708045,0.218722248,0.348270559,0.413054895,0.540816593,0.690935802,0.758558035,0.834185314,0.848305273,0.87525816,0.727982664,0.737892294,0.769915342,0.566068935,0.468772125,0.546460104,-0.020772107,-0.010936294,-0.000348919,0.033524264,0.042717837,0.059697285,0.080090441,0.096300595,0.104887053,0.13137266,0.179112062,0.229764551,0.227732256,0.243014514,0.214798078,0.141109705,0.119923294,0.034006897,-0.019212352,-0.023008652
2697,0,0.070458779,7.98658741,23.84018724,30.00060816,32.34487612,39.78439176,48.45664782,53.44160256,63.92232279,76.43390543,92.8516963,90.06815616,96.77939972,95.39463333,81.93255952,77.71939427,18.31245237,0.32658274,0.043393228,0,0.00082016,0.077925825,0.100815678,0.219759989,0.231650257,0.361496878,0.431543493,0.565542459,0.721090126,0.789861774,0.864113998,0.878541565,0.908911943,0.755136204,0.787599564,0.810183573,0.595986032,0.479300785,0.558361435,-0.019026,-0.010186915,0.000849578,0.034520458,0.046857808,0.05930667,0.076063178,0.093308121,0.107356548,0.133665189,0.189531654,0.248607129,0.245951906,0.254089206,0.239831895,0.16352877,0.139404461,0.045513313,-0.016901705,-0.024434855
2698,0,0.060043133,7.771666055,23.31377582,28.56698674,31.16309544,39.36771523,46.75616977,51.38501298,60.65907933,72.12875661,89.9807555,88.07330057,97.0105464,97.50418598,93.20792761,92.65209056,30.6908715,0.519433013,0.045724737,0,0.000812626,0.077742815,0.095005465,0.212618923,0.205033684,0.36251936,0.413877773,0.552195787,0.693677044,0.773270226,0.850650358,0.854590416,0.903933668,0.749641752,0.76967802,0.798245621,0.61915288,0.476838589,0.549303389,-0.019811785,-0.009495704,-0.002205407,0.03467964,0.043584757,0.057805009,0.076426744,0.090333432,0.10318011,0.122819565,0.176648974,0.233521894,0.237189487,0.250202298,0.238135412,0.182862327,0.165594131,0.067545801,-0.016572753,-0.025011091
2699,0,0.072729495,7.835390947,26.16978365,29.56683432,32.07687162,39.26751438,46.58751729,52.10815599,60.82348516,75.01705413,91.22922744,91.5266618,98.45594257,98.64622796,93.95795258,91.3416972,38.62277092,1.116902911,0.065233958,0,0.000497007,0.073364401,0.094691563,0.205927324,0.199908161,0.334670496,0.407664108,0.538256216,0.698518085,0.784671068,0.854997778,0.862001514,0.925468063,0.774164057,0.805556011,0.838866806,0.652210331,0.485691261,0.560013247,-0.019172184,-0.00739396,-0.001945391,0.041340344,0.043259453,0.059089173,0.074868537,0.089045964,0.104353659,0.124780893,0.188919947,0.247338831,0.262646765,0.270538151,0.268574595,0.198289663,0.182186961,0.080074877,-0.006759774,-0.027485181
2700,0,0.017155181,7.439188363,24.49761643,29.21383935,31.24014172,39.82928486,46.82290276,51.86063724,62.0961983,74.77135389,91.50337081,91.60644602,98.18109376,98.14603606,93.99365779,92.40406252,40.83828685,2.138698369,0.037799116,0,0.00040369,0.073458052,0.09454093,0.207202959,0.201615143,0.340373755,0.410285711,0.54048562,0.697751856,0.786304474,0.853186703,0.86274972,0.92341733,0.770292473,0.840968609,0.853336525,0.65852375,0.482501602,0.566007853,-0.021676039,-0.002261474,-0.00157318,0.035521761,0.044091716,0.05644168,0.080772042,0.091106966,0.107197568,0.127635449,0.191109881,0.250084192,0.263957441,0.275693327,0.263509065,0.204051614,0.191207632,0.085176378,-0.001920477,-0.02986443
2701,0,0.068008038,8.167047706,23.78565827,27.87265098,30.31441951,39.19160988,48.03319663,53.01754471,65.17568978,79.6026434,93.83993788,93.08175721,98.95924515,98.24499824,89.35924281,82.52869519,20.95351318,0.688438849,0.045724737,0,0.002272654,0.071498346,0.096273422,0.202184677,0.207404423,0.339679956,0.422883224,0.548284531,0.707695293,0.781992006,0.856292105,0.855471802,0.936952114,0.769388819,0.820590925,0.823228645,0.630642462,0.465351057,0.547038603,-0.018998625,-0.001495487,0.001830973,0.036783967,0.04301022,0.055722199,0.077232331,0.095415592,0.107533686,0.134932131,0.20051229,0.256359309,0.262213588,0.263004094,0.25569585,0.183610633,0.15437375,0.054397836,-0.014749585,-0.026762443
2702,0,0.034225645,8.881554822,25.81408141,29.85886298,32.41282244,39.8086583,49.03115824,52.2228154,64.03940887,75.26939493,92.01897823,89.24412462,96.61379294,94.79361305,78.90418898,71.76102308,15.32388355,0.559061119,0.043895748,0,0.00246172,0.070955563,0.096901369,0.200357866,0.217383528,0.336990976,0.425291681,0.54973197,0.707750225,0.788979053,0.851971579,0.848060179,0.928728104,0.755620956,0.816913986,0.816202164,0.616985321,0.471764565,0.551764154,-0.018224999,-0.006863709,0.002689399,0.040025625,0.04499241,0.059592187,0.077736996,0.096565783,0.102140479,0.130738661,0.18565914,0.24146831,0.241839886,0.246482879,0.237204239,0.15643549,0.132509679,0.041172918,-0.015905581,-0.025080873
2703,0,0.023282031,9.458923945,24.60640508,29.90214906,32.14255306,39.56902618,47.80509112,52.63716664,63.87864301,76.51384031,93.16880696,91.69918582,98.07725975,97.15568681,87.69562218,82.83646537,26.83087028,0.54381954,0.052560812,0,0.003240776,0.07155323,0.101770544,0.204817104,0.223945904,0.344982052,0.431600332,0.539714956,0.706639051,0.782594109,0.864120626,0.873222971,0.943958807,0.772853231,0.841472197,0.832634783,0.634697914,0.472008181,0.560448742,-0.019158559,-0.012922933,0.000883513,0.035763856,0.045295991,0.058080543,0.077116437,0.0923604,0.107482195,0.132861435,0.192668185,0.251606464,0.260295689,0.257933229,0.261449337,0.179096848,0.156428754,0.063519061,-0.013186913,-0.026773345
2704,0,0.030558611,8.434176751,24.93137928,29.40588325,32.23931665,40.32310903,48.14178941,53.04666456,62.95044772,74.16283829,91.05372726,91.04612766,98.23433059,97.97677692,92.43957347,91.46424325,32.73891175,0.546129052,0.056089011,0,0.00365839,0.070600557,0.099227285,0.198584032,0.229242706,0.33911438,0.441107655,0.532037973,0.692357397,0.75255146,0.812255335,0.815758991,0.890854025,0.718514156,0.787898111,0.796439314,0.620815659,0.458689928,0.53547678,-0.018135078,-0.011665496,-0.004289761,0.03618538,0.044393461,0.059262764,0.07737264,0.091918118,0.107207976,0.132028863,0.178755626,0.238777086,0.259128213,0.260646403,0.257917851,0.191345662,0.178041622,0.075738922,-0.006850804,-0.023978138
2705,0,0.033084992,8.696369637,24.95355091,29.70625798,33.31995378,40.54659227,47.83117766,52.42968769,63.64786192,75.66478256,91.33805722,90.93197476,98.70750804,98.52519335,95.13428997,93.99706375,37.23517756,0.651729919,0.067672611,0,0.003251171,0.071109915,0.099526453,0.199775743,0.224318361,0.330293274,0.426608372,0.527952671,0.706695986,0.786310291,0.853518581,0.869286013,0.955009651,0.768752766,0.844740868,0.846094751,0.643364048,0.46346941,0.5716537,-0.017172571,-0.009253579,-0.002961949,0.037047543,0.044940714,0.062546149,0.07985279,0.092277735,0.110649101,0.137740925,0.187447667,0.243255094,0.263573825,0.27177301,0.269112438,0.204928815,0.196320757,0.083669282,-0.012422889,-0.026978156
2706,0,0.030021567,9.091906722,24.97677546,30.3532998,34.23948652,41.11965833,49.04389818,52.09026761,63.01354073,76.34154145,90.71543554,90.88856558,97.77903881,96.67457426,89.54261023,88.59514687,40.81390032,0.707209267,0.074988569,0,0.00238328,0.069242239,0.097981501,0.205746794,0.237016678,0.339650154,0.452732849,0.526098299,0.70277338,0.779597473,0.841903925,0.845052862,0.93817811,0.754118109,0.827668905,0.831351852,0.645848656,0.466494608,0.576787996,-0.018757224,-0.011271202,-0.000392456,0.036485564,0.047469154,0.065914601,0.082490541,0.092293993,0.106380329,0.133522615,0.188544631,0.242036656,0.261918128,0.25810948,0.259081304,0.18918626,0.179321706,0.083536439,-0.010792646,-0.024897184
2707,0,0.035447989,6.797457524,24.0074563,27.49824722,31.15915587,39.78439176,47.20085418,51.64951831,62.6774491,75.79460184,91.71094516,91.46312087,98.2451703,98.38263486,94.75738614,94.13598971,45.84971803,1.508916324,0.054869684,0,0.001149273,0.065663767,0.088859558,0.197600508,0.225354242,0.317832947,0.441969013,0.514607143,0.701044178,0.784301805,0.837198353,0.853755617,0.945022106,0.758834934,0.843108177,0.842321634,0.66796217,0.471003056,0.578829765,-0.017129537,-0.009864843,-0.005669523,0.037684754,0.040163271,0.057144072,0.080203317,0.089604005,0.106737606,0.129083604,0.190117523,0.247550353,0.264759272,0.267888844,0.262243629,0.202440515,0.192036226,0.088591598,-0.003933481,-0.024506401
2708,0,0.031859622,9.351013565,25.82222331,28.69975065,32.29209639,39.92750027,48.95289864,52.49399403,63.683904,75.92077075,92.24047155,89.7795942,97.61061039,97.48732163,90.63615788,88.56924458,31.66210546,0.655598127,0.030558611,0,0.003104401,0.069146538,0.095117855,0.210724306,0.23762536,0.33097496,0.45979166,0.52682519,0.71536727,0.797166491,0.857124043,0.873278093,0.955435324,0.764975595,0.833699369,0.825734282,0.633723068,0.470534372,0.584005022,-0.015653832,-0.01162817,-0.002532935,0.041671149,0.041198045,0.06263265,0.077526838,0.092436723,0.105994508,0.129379123,0.186286092,0.247771174,0.254816264,0.253814012,0.250770956,0.182421774,0.167541608,0.06633132,-0.009910525,-0.025577972
2709,0,0.025732771,9.844762254,25.59894878,30.47645176,32.75497172,40.15263656,48.97049188,51.43233274,61.47200854,73.46497715,90.39529902,88.23777988,97.45748422,96.55718411,91.63653267,89.76038436,34.25514403,0.648681603,0.043895748,0,0.002832413,0.072113037,0.095375681,0.214936256,0.238679123,0.336023474,0.45152607,0.504343939,0.693167019,0.776403761,0.813888836,0.831294441,0.914683628,0.721908569,0.796507645,0.790297413,0.607952595,0.46966629,0.564834785,-0.014664214,-0.011092434,-0.000708722,0.03800603,0.04457128,0.063314587,0.078276999,0.092407256,0.10346657,0.122160085,0.182393461,0.241658553,0.247079253,0.256143808,0.249251649,0.188409686,0.168694466,0.070819609,-0.009582138,-0.024944106
2710,0,0.078841217,10.45938119,23.45617895,28.66880049,32.09250406,40.4735616,50.47929703,52.82159237,63.14435797,77.72539669,92.77706326,91.52695476,97.81405261,96.27092386,82.12742523,77.50066733,17.01143118,0.291418991,0.037799116,0,0.001483107,0.071673536,0.093748188,0.207197094,0.225709629,0.333639288,0.468540478,0.512212372,0.709439135,0.798315287,0.842458391,0.866760254,0.944236183,0.747836113,0.806381512,0.82336545,0.588900375,0.482813597,0.572097969,-0.018640103,-0.00687144,0.001157926,0.033079252,0.040069431,0.058452819,0.07899987,0.100588247,0.107974745,0.128276572,0.195150375,0.251514971,0.258945018,0.261113852,0.247694194,0.16755724,0.143376559,0.044165723,-0.021177419,-0.026920879
2711,0,0.141530242,12.27356069,25.9741692,30.69532084,34.50100347,41.34594385,49.79373438,53.06365114,64.88570458,76.44779021,92.21444911,91.34193385,98.49327938,97.99012352,93.46292105,91.55099614,45.25102881,0.832190215,0.039018442,0,0.002393246,0.068850851,0.092920637,0.212114859,0.245430374,0.345227575,0.473190355,0.508804798,0.698967266,0.784399271,0.825660276,0.848931026,0.914845181,0.722760439,0.796198702,0.827323484,0.638592529,0.479476976,0.586583567,-0.018503202,-0.006868492,0.004528415,0.039537631,0.045202333,0.066025876,0.0813329,0.102377824,0.10920389,0.132963836,0.190859005,0.251727372,0.264712393,0.269095719,0.264205217,0.198175609,0.184115857,0.086488307,-0.006611792,-0.025938539
2712,0,0.110011001,11.99242146,25.39970664,31.07279693,33.84212187,41.26493264,51.57065204,54.02763959,65.54454124,77.50450854,92.39358032,93.01320037,98.94354931,98.5645296,93.1083194,92.24715684,44.41030331,0.589916682,0.075598232,0,0.000331306,0.071846962,0.094478035,0.212848139,0.234086418,0.341542435,0.48514843,0.528264093,0.710069799,0.803973436,0.847166252,0.875519276,0.925759649,0.745343494,0.821409512,0.838448191,0.65684967,0.48615427,0.597749186,-0.017871113,-0.008995351,0.002350851,0.036423702,0.046758,0.062978774,0.078529835,0.106758259,0.111623287,0.137155116,0.193318859,0.245608225,0.266701579,0.267861873,0.265601635,0.196702287,0.186131164,0.084045321,-0.01249014,-0.025330167
2713,0,0.106607195,11.12391404,25.51032881,30.95381802,33.32968436,42.12732655,50.95549516,54.933995,64.74010532,75.86885523,91.33694823,91.76511781,98.34650375,98.50518091,96.65218286,95.61078891,47.68602347,0.980948026,0.074378906,0,0.003114986,0.071402836,0.092736292,0.209815741,0.238317347,0.332346106,0.47312851,0.517489767,0.698812628,0.788080025,0.830009031,0.864062643,0.906235695,0.731159401,0.790024137,0.81884222,0.630760622,0.481458807,0.581451178,-0.019092614,-0.011111441,-0.00095182,0.037569974,0.047314242,0.062126718,0.082529441,0.10125424,0.113298759,0.134425148,0.184985846,0.242979884,0.26179105,0.258941948,0.254997104,0.203563437,0.189394861,0.089168586,-0.00984092,-0.024842074
2714,0,0.114572101,11.82801613,25.58794768,31.16902911,33.55638331,41.53218957,50.66914994,54.46565071,62.56885632,75.99683668,91.5977778,91.44565689,98.38969986,98.20384648,92.98967575,90.05375039,41.67670133,1.059594574,0.064784256,0,0.001430655,0.069959688,0.096374083,0.213923645,0.235405064,0.34096837,0.489502239,0.516113424,0.697360277,0.793543816,0.839285612,0.872170591,0.912164783,0.740813065,0.798014736,0.827012253,0.654471636,0.483408213,0.588916302,-0.016183022,-0.010361893,0.00055692,0.037410311,0.048005387,0.060986329,0.080677845,0.101810075,0.114035822,0.12897402,0.191647068,0.245092854,0.262132436,0.262304068,0.260846168,0.195702225,0.180566356,0.077695467,-0.010222948,-0.025117323
2715,0,0.124067962,11.86953208,26.13591805,30.85142614,34.22003284,40.88125295,50.32456502,53.16193065,61.62053231,74.42599339,88.95750928,88.64345695,96.75458349,95.54290072,89.08595886,84.10448215,29.99055022,0.766346594,0.071940253,0,0.001651001,0.070215368,0.097475576,0.214758968,0.242451572,0.354306602,0.487933683,0.518327761,0.690207481,0.782172966,0.834549618,0.850247955,0.887967491,0.727407503,0.754066992,0.786685991,0.615774345,0.485677099,0.562242031,-0.018884609,-0.009066604,-0.000232046,0.03794305,0.045757141,0.063888647,0.077509522,0.10255345,0.110265285,0.126260906,0.183108494,0.234681606,0.25189653,0.244815513,0.237560153,0.181844264,0.15700613,0.059596676,-0.015106613,-0.022888163
2716,0,0.101705715,10.07334067,24.16208287,29.02301478,32.38794923,40.90793273,50.06127302,53.2310903,62.61981606,75.50845462,90.82073565,91.24111827,98.00790095,97.80691111,92.68769441,89.54718629,29.61438805,1.038131728,0.046944063,0,0.002037096,0.069544077,0.092848301,0.209368324,0.224455976,0.355566168,0.489395857,0.535515547,0.701543903,0.803986168,0.839511347,0.868182755,0.914317131,0.73696475,0.767789078,0.798551893,0.595357513,0.478179026,0.555357504,-0.016255751,-0.007458552,-0.003092595,0.034025632,0.04379889,0.061070871,0.080279939,0.103574052,0.10884922,0.129567921,0.188043594,0.237142265,0.256069809,0.249949992,0.251945108,0.190386325,0.169948712,0.063428313,-0.011805753,-0.024946775
2717,0,0.047789432,8.564548087,24.71641609,29.93263222,32.11737727,40.46810163,49.57290883,52.19733553,62.65924919,75.97644667,91.56691398,90.74227971,97.98127366,97.01952288,87.43781847,84.87344997,27.88660265,0.9102271,0.045724737,0,0.000666428,0.066656113,0.09091959,0.203091526,0.202938128,0.338118315,0.469952774,0.530310583,0.700226784,0.791471577,0.852279902,0.865302467,0.914013195,0.746061373,0.765646744,0.789059877,0.589517975,0.469505835,0.55269413,-0.018730732,-0.010074773,-0.005485683,0.036473718,0.04560177,0.059919298,0.079011463,0.101383351,0.107588045,0.130207479,0.188540429,0.243412763,0.254748493,0.254172385,0.249514893,0.181078076,0.163726717,0.058182642,-0.012961643,-0.025475778
2718,0,0.100843418,9.866764454,25.32288501,30.24782807,32.83828985,39.7886384,50.62304351,52.4612342,63.60807105,76.62648129,93.00904128,92.6126931,98.84213005,98.40932806,95.10899166,94.00900079,50.04785856,1.824112178,0.054869684,0,0.001336193,0.06823349,0.096563816,0.212418652,0.200453138,0.343016243,0.486155701,0.530807066,0.700387812,0.792013502,0.835363531,0.857114029,0.900094366,0.749890614,0.786043119,0.811989975,0.644107819,0.478372622,0.578504944,-0.021656983,-0.006269685,-0.00447518,0.03629085,0.046077419,0.060805578,0.074994422,0.103566974,0.106385261,0.131265789,0.191090763,0.253523946,0.261038989,0.26985386,0.26054135,0.205509648,0.185305789,0.094977215,-0.003129717,-0.026979106
2719,0,0.060655818,10.1051669,25.29947439,29.83579639,32.36671601,39.13532879,50.73709627,52.76092601,62.79332185,75.06081989,90.96131913,91.17948162,97.43399817,95.71416468,83.14327282,78.4276493,19.72511099,0.466459892,0.048282606,0,0.003846216,0.067686224,0.094155598,0.20462904,0.183889627,0.345556021,0.465885878,0.529460907,0.700233412,0.784433746,0.840931416,0.859918642,0.908889055,0.755940247,0.743518782,0.773848343,0.557623959,0.462231207,0.554529667,-0.020594103,-0.010774476,-0.002598686,0.036887303,0.042067304,0.057066895,0.072157726,0.104933783,0.108604766,0.1282188,0.184688151,0.234116673,0.245530158,0.243066698,0.240241259,0.172902748,0.144684523,0.047667053,-0.012551706,-0.025337193
2720,0,0.075174184,11.01699059,25.78841217,30.98308185,32.76287782,40.921886,50.88330219,52.78822587,63.37147225,75.60444072,90.47336634,90.44787472,97.76937983,96.79681623,88.4060953,83.82028198,31.20804755,1.31138546,0.03657979,0,0.001481533,0.066900349,0.096693134,0.208432341,0.191487169,0.360613394,0.464028692,0.529089737,0.690921402,0.764095974,0.82235899,0.833476543,0.887569761,0.740744305,0.756279182,0.786173153,0.585858679,0.469177485,0.550584602,-0.016935138,-0.007991686,0.001007208,0.037124209,0.046405204,0.060372081,0.08042381,0.102942415,0.1068298,0.129671961,0.184635073,0.232478395,0.251692653,0.249197707,0.243318379,0.184526533,0.159804404,0.063343711,-0.006365007,-0.025914226
2721,0,0.060043133,10.49749419,23.98300941,29.28395062,33.04921255,39.26508772,49.88352059,52.70389963,62.59970225,72.99108356,89.86879849,88.11221317,95.85139953,92.67438061,72.62197262,62.35358511,8.653558909,0.23532998,0.042676421,0,0.001211166,0.064952898,0.094035387,0.203289366,0.17637682,0.34117732,0.444479561,0.531556273,0.702129984,0.787302876,0.843737793,0.847771549,0.906067467,0.756448793,0.752370071,0.780999327,0.518267822,0.464975071,0.540207148,-0.016876183,-0.008421847,0.002200077,0.032233622,0.042022619,0.060566992,0.075569257,0.100485869,0.108538039,0.125761777,0.179878488,0.231355339,0.236452445,0.242517322,0.234028548,0.150406882,0.118613526,0.026912536,-0.019431096,-0.025402095
