FID,0cc21,13cc21,25cc21,35cc21,41cc21,49cc21,55cc21,62cc21,69cc21,77cc21,84cc21,91cc21,97cc21,111cc21,116cc21,121cc21,124cc21,0ch21,13ch21,25ch21,35ch21,41ch21,49ch21,55ch21,62ch21,69ch21,77ch21,84ch21,91ch21,97ch21,106ch21,111ch21,116ch21,124ch21,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21,yield
3626,0.00122537,1.776173905,22.23495246,29.68436417,37.15592135,58.68256934,78.48801588,86.10616424,97.59198142,99.90540177,99.8505778,99.9946251,100,100,99.99677506,99.87732326,97.92027355,0,0.009794532,0.034946125,0.029049266,0.092589542,0.241466641,0.359654307,0.573974729,0.55627948,0.752579391,0.855063081,0.867986083,0.920958996,0.929601848,0.944106758,0.862068474,0.928724945,-0.007743132,0.021458847,0.036876451,0.081782982,0.140113711,0.219431177,0.262564301,0.324794501,0.33973673,0.285722256,0.279682517,0.299346983,0.283097357,0.258853227,0.266328126,0.225016907,0.001907726,47.24
3627,0,1.839280463,22.79977998,30.01824485,37.07291857,57.47470213,76.61593937,86.56134356,97.66043271,99.92152647,99.95055093,99.99785004,100,100,100,99.96645602,98.20750647,0,0.010329525,0.03752574,0.030594911,0.097119838,0.24305059,0.365851194,0.580217659,0.570449591,0.768038452,0.863196194,0.879228175,0.931337118,0.941059411,0.951488793,0.877371252,0.937011123,-0.009248054,0.02133023,0.037296779,0.079630144,0.136814803,0.213702708,0.257355392,0.328900754,0.335930347,0.291205317,0.277912945,0.297121823,0.278283805,0.25707823,0.26562947,0.220539391,-0.004821582,39.57
3628,0,2.092932065,21.76567657,28.66849475,35.54884926,57.15741707,78.21537104,86.91252829,98.59633859,99.98495028,100,99.98928533,99.97205052,99.61134271,99.99784297,97.44416551,87.20243248,0,0.010882997,0.03906564,0.036647435,0.096106045,0.242846489,0.366284907,0.579959571,0.571824908,0.77776742,0.872227192,0.896840632,0.947619617,0.933230817,0.957233012,0.873259723,0.904087067,-0.010080167,0.019662913,0.033652186,0.074826114,0.138762057,0.217686921,0.262112856,0.337488115,0.339181781,0.297662526,0.271769196,0.292392194,0.267826706,0.24264738,0.239845484,0.194878355,-0.006131289,46.93
3629,0,1.751053818,20.17204196,27.46639908,33.67840268,54.44563081,76.03715927,84.59332685,97.22283339,99.93120129,99.9946251,99.9838753,100,99.99891437,100,99.79765409,96.95399065,0,0.009803175,0.035989758,0.029785121,0.088327117,0.229928702,0.347281426,0.533091128,0.541065156,0.742840528,0.832545877,0.85527575,0.912803531,0.905788183,0.923546433,0.851596832,0.907513976,-0.010480505,0.016388768,0.032227665,0.069155149,0.130370706,0.21189338,0.253325462,0.324189126,0.33093214,0.288300574,0.267419696,0.28221938,0.259102017,0.234541178,0.243979812,0.21235548,0.000910075,43.82
3630,0,1.57827664,20.05072729,26.27014535,33.28893754,54.51499118,73.80158808,84.11581114,97.21733284,99.30018812,99.43563558,99.29283189,99.67643107,99.33993399,99.38403655,96.22251558,87.99991343,0,0.009400307,0.034771241,0.031207481,0.088884652,0.232667953,0.358864844,0.552719951,0.553616881,0.75019145,0.828021049,0.856462479,0.909027696,0.88862282,0.916846931,0.835721493,0.869802237,-0.009144639,0.018389232,0.02927131,0.072222717,0.129321605,0.205441922,0.245862573,0.32952562,0.335988671,0.292866945,0.267989188,0.280535072,0.255520612,0.246754289,0.2362905,0.190805301,-0.001556026,36.81
3631,0,1.610136261,18.63525241,24.6189868,30.91723823,51.49724575,69.56425841,79.29158446,94.6420694,98.76162322,99.34211936,98.7304488,97.28030099,90.94642137,91.96937015,70.83189058,60.40512465,0,0.01030837,0.034506612,0.032297704,0.078933045,0.21701394,0.325282454,0.490650475,0.51192081,0.696228027,0.757657886,0.770487666,0.808266461,0.766433418,0.794905484,0.614301145,0.646778941,-0.009762198,0.016716387,0.028231906,0.062738039,0.11862959,0.189517632,0.23157984,0.304613233,0.321638823,0.277266681,0.260169864,0.258551627,0.218566716,0.209297046,0.170481518,0.131443247,-0.006379695,39.71
3632,0.00367611,1.599107931,19.29590236,27.31381494,33.7210791,52.48550074,70.71812737,80.85469879,94.89610072,99.54743349,99.91615157,99.88497716,99.99249973,99.28348098,98.84439667,95.48346607,89.94823123,0,0.00967203,0.033782709,0.038748469,0.078429811,0.21185407,0.326191962,0.484895229,0.506420672,0.691619277,0.757079661,0.783894479,0.852151215,0.832310021,0.840503037,0.753837585,0.801711142,-0.010241041,0.015416443,0.033550542,0.072219372,0.125841618,0.195783705,0.241286993,0.309875518,0.318654537,0.29455027,0.274146259,0.283507496,0.256253898,0.249606758,0.238220692,0.206363454,-0.003558673,43.86
3633,0,2.088030585,20.17479526,27.93285897,33.6927568,52.99752481,71.76563572,80.83779558,95.13934727,99.5517334,99.92367643,99.83713704,99.96022575,99.90772104,99.97627265,97.76445637,85.60314231,0,0.00888517,0.031786826,0.034754865,0.076382853,0.207779065,0.311803907,0.462292105,0.484825999,0.664863825,0.732309639,0.756090999,0.822667837,0.805062354,0.816852272,0.739920557,0.777483225,-0.009472053,0.018958561,0.033701468,0.071010143,0.126440108,0.199492678,0.238045961,0.303568989,0.319837272,0.289019018,0.282592922,0.288392097,0.274299085,0.257076383,0.246379495,0.190688178,-0.005839877,44.67
3634,0.000612685,0.708876581,18.76115389,26.69038497,32.62246609,51.09988109,69.04901601,76.19665679,92.27722772,97.98978769,99.05068038,99.91400161,99.96357013,99.90772104,99.893577,97.06219702,87.10396468,0,0.009209857,0.029028971,0.02892228,0.06600365,0.19006075,0.276388556,0.398785681,0.435070902,0.603265107,0.684942365,0.706060529,0.782592475,0.760013044,0.774096727,0.69123137,0.726771235,-0.014514152,0.014765499,0.031390026,0.067551695,0.121998459,0.190324336,0.219772235,0.290297866,0.298833549,0.279157519,0.27592507,0.287764758,0.26693055,0.254146159,0.243415594,0.194849417,-0.002393176,43.06
3635,0,0.928217822,18.45346045,26.13574165,31.34400244,50.41253124,68.82290952,75.99520703,93.96321439,98.6509003,99.57538296,99.90970169,99.91830153,99.87691838,99.78715399,96.41079467,86.42010042,0,0.008878655,0.029624954,0.03208942,0.06341932,0.186476111,0.268606573,0.391086549,0.434217155,0.619263172,0.697878838,0.738492966,0.81188482,0.780188918,0.793746114,0.715368211,0.746196985,-0.012439448,0.014288739,0.029200526,0.063043162,0.117821619,0.186361566,0.220301598,0.294817388,0.30195722,0.303023607,0.277765244,0.295188576,0.272867799,0.261586785,0.245486096,0.191579536,-0.004468069,40.64
3636,0,1.828864817,20.59100354,27.98175156,35.4473028,53.85898711,73.47145826,81.71978098,95.66617773,99.72158022,99.92475141,99.92499732,99.99249973,99.69276533,99.78106126,96.39348165,88.03278689,0,0.010482116,0.033001158,0.039207712,0.080153182,0.216013521,0.320604175,0.455681264,0.502899468,0.707732737,0.757634997,0.792820096,0.860642195,0.827778041,0.843494475,0.770827293,0.794428885,-0.008251589,0.016771916,0.0330493,0.07837759,0.134739205,0.205615491,0.243405193,0.310011894,0.328053623,0.318699747,0.27995649,0.30949378,0.269953609,0.263669908,0.252492726,0.194780752,-0.006210671,49.26
3637,0,1.235785707,18.64319765,25.59143709,33.29980186,52.79307918,70.92932065,79.42758483,96.39836206,99.66030637,99.93678346,99.85917764,99.96345069,99.85235366,99.85272776,96.89014889,87.9144304,0,0.009856468,0.031233314,0.032219127,0.069358237,0.203132883,0.30905968,0.434823155,0.487388015,0.708691239,0.759817541,0.805020392,0.871463001,0.841024399,0.856063724,0.783261299,0.802351773,-0.008938217,0.015192719,0.028657267,0.072175898,0.131324619,0.199613363,0.23458527,0.309208304,0.325045884,0.311784863,0.287769496,0.309940904,0.273424149,0.267425567,0.259164304,0.201468244,-0.001357152,55
3638,0,0.639030487,15.62898245,22.0470717,29.87044658,47.95797035,66.69661411,78.26944723,95.00049015,99.69685568,99.86025262,99.94517603,99.99892853,100,99.99892502,99.85716759,98.45156683,0,0.009172903,0.025385581,0.022890029,0.052896287,0.176514909,0.257818222,0.36926353,0.442466736,0.682946682,0.729360819,0.763187647,0.846634328,0.813344538,0.829286933,0.76428628,0.79295063,-0.015168262,0.012057411,0.02383028,0.063935287,0.112689428,0.187836081,0.231064752,0.291901201,0.324847728,0.303736746,0.284781992,0.302951396,0.274896085,0.271632582,0.295725137,0.23877047,0.006800834,55
3639,0,0.138466817,6.914802591,10.07966916,16.25250867,28.9924531,42.38064896,51.61214375,66.71067107,74.57995163,76.08707337,80.70716811,84.93953238,87.76917296,89.92342537,89.95787737,91.14114439,0,0.007439916,0.019939572,0.017295146,0.029965248,0.146582946,0.199955076,0.304648668,0.366296947,0.51249522,0.548055589,0.550241768,0.635649323,0.613024652,0.669430256,0.594667673,0.648190975,-0.021169284,-0.001053608,0.004524732,0.031582702,0.058473665,0.109839119,0.14405261,0.193081573,0.217095837,0.204890698,0.207518235,0.232790858,0.224945992,0.237726226,0.275791079,0.235399872,0.02176551,51.52
3640,0,0.030634252,1.149003789,1.718071295,4.153635117,9.137018792,15.24019069,21.06381566,30.32697714,38.83364687,41.56005572,47.33566246,54.26928245,58.50269237,62.68207471,59.92468837,62.7564491,0,0.008233152,0.015270958,0.009124555,0.014296905,0.078130409,0.106135145,0.151312739,0.197647691,0.261749655,0.297816098,0.318541467,0.41413331,0.418796897,0.510755777,0.442860514,0.495871812,-0.021535462,-0.010110684,-0.006725111,0.004595991,0.005231767,0.027927028,0.050016262,0.084117785,0.086228006,0.091648452,0.097201757,0.134164289,0.144348249,0.161992386,0.191958219,0.159144863,0.021551825,31.78
3641,0,0.022669346,1.609523576,3.731679134,8.710867246,21.64151035,31.7493383,46.3865119,62.51899324,75.26256383,76.20317119,81.39719276,87.72420444,90.92300677,92.5474547,88.95321157,91.73317515,0,0.009281735,0.013431245,0.013627097,0.015601645,0.079389393,0.105808742,0.143501848,0.2080587,0.34709549,0.365344226,0.393800259,0.491659313,0.484234512,0.53623873,0.442034155,0.482638776,-0.020403631,-0.009149364,-0.001781042,0.011361385,0.030254733,0.073045269,0.100814924,0.179803431,0.202500015,0.166548461,0.181803033,0.229755819,0.229545727,0.223274544,0.271595359,0.222436845,0.020608535,24.54
3642,0,0.049627488,2.99229923,4.81299033,9.88870644,23.29224199,32.33528908,45.80166497,59.20303141,73.57484547,73.55227089,77.38564902,83.89680193,87.82026229,89.84896533,83.33621884,83.35894217,0,0.010263359,0.02036133,0.019108338,0.014751124,0.099884957,0.125350147,0.145684481,0.219799966,0.332669258,0.362179577,0.396584779,0.472410858,0.46422103,0.511193931,0.422165006,0.439428151,-0.021353107,-0.006918539,-0.002013013,0.014720842,0.034521036,0.077345319,0.096899323,0.16566512,0.188527122,0.168491766,0.164622426,0.210863724,0.206872359,0.197281018,0.211198479,0.1862223,0.018067218,39.51
3643,0,0,0.87214277,2.131606155,6.934308794,19.88946589,24.64035389,34.0895508,43.55335534,57.47487235,56.82631523,62.21768342,75.74306225,75.17804412,78.07148616,65.54059903,68.84089335,0,0.007769551,0.007567892,0,0.016735341,0.058465868,0.087143697,0.094559386,0.146786183,0.189161226,0.237642452,0.288366675,0.350807518,0.344088346,0.403331786,0.316726744,0.32059598,-0.022427028,-0.009410556,-0.006054776,0.009353034,0.027319001,0.050334081,0.05794378,0.108879387,0.123551875,0.114549652,0.121770091,0.155079901,0.156113237,0.149990067,0.14456965,0.135929137,0.020036424,35.64
3644,0,0.000612685,0.218259412,0.830748647,2.199720246,9.070834041,14.88204376,21.26846525,30.52132991,40.49771567,48.30314432,49.90808922,58.47423122,66.51250651,72.72217429,68.23060942,72.84943917,0,0.006776715,0.01544793,0.006813277,0.028489772,0.024964705,0.035741664,0.079684116,0.125908852,0.135896757,0.178854585,0.17406787,0.235622689,0.276623935,0.400276005,0.278043091,0.390052855,-0.01225095,-0.009821487,-0.002179347,0.0022771,0.00557149,0.027678948,0.043631479,0.07652685,0.085366681,0.091466889,0.088761054,0.113342576,0.132919461,0.149260178,0.155461445,0.180157125,0.012628675,23.64
3645,0,0,0.458466697,0.866331352,3.870141747,10.14098862,11.89087029,17.86005349,27.08306661,36.01092896,42.86403086,45.84913747,58.9623649,69.42304363,77.0878796,73.81514024,80.04206212,0,0.010239386,0.021993084,0.012126965,0.034912478,0.038985547,0.042399962,0.080528483,0.125567392,0.123045474,0.162811711,0.161031693,0.221100479,0.274481684,0.423023105,0.319048285,0.442573994,-0.019858167,-0.010257982,-0.009052638,-0.000791151,0.009009038,0.013155819,0.039170977,0.067696869,0.077457443,0.081847519,0.080026098,0.113551848,0.139910996,0.178092331,0.194683015,0.221343994,0.021965666,22.64
3646,0,0,0.711404474,1.296753544,4.866941015,14.29117426,23.57535754,35.29853185,50.87334248,65.87046493,75.67858103,76.11932276,83.56584164,87.88088643,89.62536952,85.92126904,88.60198871,0,0.007309767,0.020056315,0.01134658,0.02110198,0.046005826,0.07231006,0.107752159,0.16349858,0.254405588,0.279963762,0.27544558,0.347355485,0.43098408,0.53457737,0.371066362,0.496684223,-0.021047324,-0.007216176,-0.010100526,0.004764839,0.013879305,0.045677017,0.082281664,0.147117302,0.156538859,0.181052133,0.158601999,0.176247522,0.193974003,0.20098193,0.201910272,0.233809039,0.007324932,45.31
3647,0,0,0.759640299,2.639231824,7.3727422,20.42575651,29.91129401,42.76029436,61.87568757,77.17925289,84.05589895,83.45498522,89.17723952,93.31825658,94.77566868,91.75792071,94.70125108,0,0.007789503,0.01947969,0.008766137,0.024219284,0.051381595,0.087752111,0.125047758,0.17793119,0.307130069,0.330390871,0.326750278,0.389321476,0.486012459,0.584599078,0.417263418,0.553949773,-0.019230722,-0.01114439,-0.005740233,0.008423698,0.027234754,0.06625817,0.100957863,0.181566715,0.190995753,0.202842191,0.186117664,0.193479255,0.218682304,0.219857559,0.227823496,0.264406234,0.017921198,36.62
3648,0.000612685,0.034923047,1.489407103,6.014109347,12.36457857,25.40949793,28.57963574,40.33589095,53.88751715,69.98656275,76.45773063,76.53594771,81.80220722,87.58033698,88.70733674,85.59232168,88.72735116,0,0.00884547,0.016891146,0.009712461,0.020223888,0.049312387,0.095643185,0.162748903,0.216213718,0.297086418,0.341062695,0.353378296,0.420068741,0.500419736,0.600711763,0.449582905,0.57636559,-0.014144469,-0.008437315,0.000707612,0.019661289,0.03550259,0.067250401,0.096468136,0.154918447,0.164697424,0.185100526,0.171351567,0.182183504,0.201123312,0.215838045,0.218396813,0.241282538,0.022200041,54.17
3649,0.003063425,0.389054995,7.083486126,15.81649139,22.51120256,44.60925622,60.85169944,78.7774149,90.83676269,99.6001075,99.68395593,99.25611395,99.77284903,99.89395776,99.88497716,99.65482168,97.54421915,0,0.011159246,0.020537199,0.020147502,0.028353058,0.111012571,0.205339178,0.336033374,0.401749104,0.669720232,0.648108661,0.612975717,0.690277576,0.754186928,0.83000946,0.668946087,0.784714401,-0.014096783,-0.000489642,0.017376984,0.039335601,0.084210642,0.160197213,0.214661896,0.278897524,0.278652042,0.296890527,0.263269484,0.256157726,0.258963317,0.245350063,0.242111042,0.228999376,0.005166457,53.04
3650,0.00367611,0.970493089,17.64060357,24.74927602,32.37608709,54.99951467,70.65884366,89.63883274,95.61835086,99.91615157,99.8505778,99.78070411,99.92524243,99.94806094,99.96872304,99.75761773,94.48750336,0,0.011487795,0.032828569,0.038795616,0.060902879,0.189134225,0.302632689,0.492532581,0.546922982,0.808722854,0.7814551,0.736566305,0.811751902,0.864564538,0.948713481,0.787374496,0.900944173,-0.01168604,0.01556559,0.027995063,0.064374849,0.121106453,0.19544898,0.261328429,0.324133575,0.315346956,0.304057956,0.275502831,0.265377253,0.259336948,0.229166403,0.228308514,0.209864482,0.004494611,55
3651,0.00245074,1.272546809,19.71041,25.95701875,35.01417467,57.26661652,72.54869684,89.78382,97.93546021,99.99677506,99.99464267,99.99892853,99.99785707,100,100,99.88205506,95.44003451,0,0.012759487,0.034054808,0.037741031,0.062818259,0.196916953,0.31461376,0.507641137,0.566469431,0.8274526,0.814136922,0.770240605,0.844880402,0.900281429,0.986708641,0.823101699,0.936142206,-0.009611747,0.016151272,0.028554041,0.071555369,0.129430383,0.201916546,0.260033756,0.33442384,0.335910767,0.308783591,0.279777974,0.271808803,0.272824347,0.233709127,0.235232621,0.213482887,0.00411857,55
3652,0,1.268258014,18.6156949,26.85398042,34.20027435,57.0518576,72.27417186,91.02439496,97.91556165,99.99892502,99.97635044,100,100,99.99891437,99.99568594,99.73814058,96.3449094,0,0.011648296,0.032342251,0.037089594,0.068518423,0.200818598,0.322446764,0.519151986,0.581519246,0.84755528,0.869758487,0.839373112,0.918030977,0.980454683,1.061112404,0.900667667,1.018321514,-0.008606078,0.013171611,0.033595875,0.07186868,0.126948148,0.201859996,0.257258683,0.326852798,0.341885507,0.312088579,0.28895098,0.270511597,0.271044284,0.235936463,0.241751567,0.222883523,0.003722371,55
3653,0,1.150622488,18.78311233,26.57033989,34.12820045,57.09311073,75.91159884,91.02528413,98.46060052,99.99677506,99.96237571,99.99785707,99.99892853,99.82254155,99.54958345,98.92551073,95.0539258,0,0.011649993,0.030209249,0.035830423,0.073795781,0.225409806,0.353701264,0.541635096,0.603694022,0.864862263,0.913593948,0.910611629,0.978736997,1.050410986,1.126495481,0.968943059,1.086612225,-0.008927885,0.016226538,0.033044279,0.070388034,0.122735687,0.212832317,0.252692878,0.325500816,0.343640327,0.30436337,0.294656932,0.269709051,0.260082662,0.228193417,0.245395541,0.227285817,0.003888629,55
3654,0.005514165,0.938020782,17.9247066,25.78082609,32.70233196,57.40554248,76.65566557,90.95436737,99.3552133,99.99892502,99.9871424,100,99.98184459,99.73922265,99.73018006,98.93824909,97.5064711,0,0.010515048,0.025509981,0.030980336,0.069464147,0.206137612,0.353855819,0.544402719,0.61062634,0.875317395,0.9324103,0.963058054,1.033699989,1.113140702,1.201776862,1.055357337,1.194279313,-0.008982842,0.016531423,0.031899761,0.066721894,0.120168641,0.205915958,0.237819746,0.323445976,0.321357489,0.299855024,0.288824677,0.276001066,0.277463108,0.256925583,0.273494244,0.296304971,0.01617115,52.86
3655,0.00245074,0.088226644,8.259992666,13.8783722,22.86114922,44.98410541,62.70568511,73.78493079,91.50739217,97.31685031,97.37382424,98.27680731,99.18997107,99.36158241,99.65703192,99.28908414,99.37758667,0,0.00720736,0.012559406,0.013311437,0.037090521,0.132417083,0.228649408,0.369796038,0.484158635,0.72499299,0.785070717,0.818994343,0.898007095,0.981204629,1.090788245,0.954441488,1.131079197,-0.011149797,0.001323934,0.012700643,0.041170832,0.083327375,0.155580744,0.173938856,0.267863482,0.277970642,0.275158674,0.264604151,0.25868386,0.256200165,0.253557831,0.271418095,0.31228447,0.047496539,54.53
3656,0.003063425,0.093128125,8.218259412,16.57118531,25.41811105,46.70763668,65.02628041,77.36229288,95.20743789,99.9731255,99.85272776,99.99892853,100,99.9880973,99.99892502,99.93507618,99.74762726,0,0.007172941,0.011905378,0.012006734,0.036235508,0.124594189,0.224284291,0.370743334,0.486452401,0.758308649,0.801536858,0.825230122,0.907789648,0.970768452,1.078778267,0.939607799,1.103564858,-0.008101551,-0.000179304,0.016772155,0.043799553,0.084245652,0.159138516,0.182764053,0.273827493,0.284247965,0.283221453,0.266923159,0.2598432,0.244995683,0.260544151,0.27705729,0.305067986,0.042112038,51.59
3657,0,0.036761102,7.637860082,12.92485902,19.91037952,40.42988182,58.1978357,69.57422019,85.89788142,96.15372212,95.28018858,97.46734749,99.14028792,99.58311621,99.90970169,98.93741343,98.52243313,0,0.00704747,0.0112747,0.011292681,0.030597815,0.109921955,0.208028495,0.31505695,0.425338089,0.615517795,0.61343348,0.616280079,0.710759044,0.75253135,0.881995022,0.706483722,0.891717434,-0.010532019,0.002136311,0.009991097,0.030563103,0.069683813,0.136830613,0.161139399,0.238058954,0.246897668,0.256048232,0.251862496,0.242594808,0.24459447,0.239938825,0.254549503,0.275760382,0.03484343,47.63
3658,0.000612685,0.030634252,6.293851607,12.53040695,19.65614998,40.02099056,58.67925681,73.08284384,85.57389072,94.08331094,92.160172,94.71002419,96.91738991,97.78609765,97.71246764,94.46091586,93.15789474,0,0.006616446,0.013019667,0.013441027,0.027636064,0.106197439,0.199081346,0.300691664,0.37570712,0.556348205,0.524919569,0.514773786,0.593935072,0.622708499,0.764371812,0.561720908,0.759744763,-0.012402941,-0.001938615,0.010846692,0.029038562,0.067221813,0.137813836,0.172365472,0.23882769,0.236510769,0.24232243,0.244344383,0.231343433,0.237087071,0.214108616,0.221546516,0.235645935,0.025119185,39.4
3659,0.001838055,0.016542496,6.991007468,14.08321902,21.03813173,45.61454722,64.41030331,78.95450309,89.77594879,98.95726955,97.23300188,98.38315654,99.43291042,99.45680402,98.13061005,93.8095135,86.47030368,0,0.00673691,0.013548847,0.013877958,0.035198767,0.11617779,0.230350673,0.335163623,0.397973955,0.597335041,0.559958458,0.566346467,0.635915339,0.673658192,0.780636609,0.587271094,0.743896723,-0.014062067,-0.001488741,0.012195903,0.03042059,0.083618216,0.151774123,0.195629999,0.247164249,0.257661939,0.267055362,0.265693098,0.253947347,0.253386319,0.218263939,0.215427205,0.203158513,0.014665505,34.24
3660,0.00245074,0.00857759,6.356348118,13.33880679,20.38408779,44.7244534,62.18799658,73.39917536,85.48879744,96.48159097,92.95296261,95.07981725,97.7092039,98.22000519,97.30263158,90.04393179,86.28343399,0,0.006341894,0.01495088,0.014326178,0.032526273,0.112651885,0.220312998,0.309136122,0.36995244,0.566231191,0.522019982,0.519529879,0.579731047,0.61722368,0.742152393,0.53537333,0.70830363,-0.017647523,-0.000828378,0.011894897,0.029225834,0.080512539,0.145911679,0.179906651,0.23060517,0.245562032,0.253841162,0.249389589,0.248215094,0.250712723,0.211251393,0.20169431,0.206745923,0.020654412,30.13
3661,0,0.040437212,9.033736707,15.36412132,22.3136717,46.80955616,64.82670325,70.44473556,86.58354724,98.13168503,92.33969363,95.86885246,98.16843949,97.58229112,94.05536146,85.68646122,80.60073339,0,0.007155125,0.017024327,0.016623897,0.044653755,0.141762942,0.247733086,0.299616903,0.360234052,0.566973329,0.510198414,0.525833189,0.578318238,0.614571035,0.74236387,0.51793313,0.693194091,-0.010249808,0.002858581,0.014540867,0.033805344,0.089950383,0.150366828,0.179184958,0.236347973,0.249208465,0.2465913,0.256087065,0.257340997,0.250947952,0.206507266,0.190643325,0.193791494,0.007828926,28.94
3662,0.000612685,0.023282031,7.837219936,13.33455266,21.42553062,42.9147759,57.90795746,61.44382179,74.91297058,85.88981457,73.7973663,80.59359263,85.61770063,88.81037916,76.07524859,66.12383137,62.24007765,0,0.006423087,0.013842278,0.015954269,0.038382024,0.119839467,0.271097779,0.271985084,0.308208913,0.459102094,0.371006548,0.402927607,0.424615264,0.458855778,0.580281377,0.352733284,0.492419809,-0.011568207,0.002675409,0.01043514,0.037578586,0.077267349,0.129586086,0.155494899,0.205012172,0.183176592,0.174752772,0.199897781,0.21021232,0.203788027,0.154783905,0.137056693,0.145930797,0.006516908,20.58
3663,0,0.09986766,8.757201646,15.58725804,25.97713763,47.12259458,59.29035208,65.33936215,69.53818016,73.52432142,63.5379835,71.43563558,81.93429877,87.9620412,65.83045729,52.56340893,61.891717,0,0.006876086,0.013673064,0.018325377,0.037478663,0.124182343,0.306710809,0.259614617,0.248513505,0.361236781,0.242640719,0.289211631,0.331562608,0.408626795,0.534265995,0.271629363,0.473691076,-0.010946731,0.002332368,0.013091476,0.060139272,0.08677119,0.128251106,0.160933137,0.186912224,0.131714836,0.132661954,0.156101584,0.179544643,0.188665703,0.12149395,0.107424393,0.145346612,0.007607568,15.39
3664,0.001838055,0.100480345,6.918469625,12.21978958,18.38134431,39.1771215,52.85111845,60.45010836,73.19676879,84.88900833,77.85541521,84.57409193,87.20240009,91.32725935,84.8374093,76.37963123,76.6664875,0,0.007490679,0.010443562,0.012881405,0.037292067,0.140065953,0.228648037,0.326446354,0.376046628,0.492895067,0.441920906,0.499947727,0.52568686,0.544767797,0.65306288,0.472561389,0.619272232,-0.007842108,0.002748493,0.010192671,0.032275598,0.073853068,0.12464831,0.15454863,0.201198786,0.216331705,0.188089728,0.209085912,0.199968159,0.210742474,0.177499086,0.160346404,0.179401219,0.013832835,35.88
3665,0,0.050852858,8.688919372,15.87075141,23.2816396,45.56832245,62.43560433,70.84276395,85.53722039,92.30529428,89.62966944,93.2373018,94.21943641,95.06796074,93.75006719,88.88179536,86.36971527,0,0.007458436,0.009210008,0.010966044,0.034874666,0.141587704,0.232519373,0.394877315,0.453766346,0.626056612,0.57376653,0.611454129,0.654610336,0.678595185,0.757731378,0.594035625,0.720293522,-0.008719141,0.004094862,0.015744649,0.041226368,0.089717671,0.153490305,0.183920532,0.24803564,0.276731044,0.246897265,0.238594383,0.234287515,0.225724891,0.206564099,0.185664847,0.187416181,0.008296711,43.05
3666,0,0.017155181,5.310775796,8.603566529,14.99893309,30.85066369,44.62107322,53.74617414,68.2200884,76.19242139,76.50808957,84.32356893,87.61801017,90.37828947,90.608283,87.30198234,89.69909405,0,0.006723979,0.005570557,0.008541144,0.027210075,0.104998656,0.170941398,0.302106202,0.372630984,0.50947243,0.476407647,0.509458721,0.544612825,0.57451725,0.677904189,0.521823764,0.690074265,-0.008559451,0.003376207,0.007093597,0.024803964,0.05525855,0.102472864,0.126073048,0.180036023,0.20721744,0.196444377,0.188849777,0.20433645,0.206748322,0.193949521,0.193976626,0.21511133,0.019679541,44.85
3667,0,0.007964905,3.874831928,6.994055784,13.6979119,30.17787377,43.18731901,51.52883507,68.85048011,81.7973663,80.94490728,89.02603664,89.21890068,90.05475242,91.59903252,88.18711046,89.39495255,0,0.007832433,0.005739813,0.008703598,0.024096116,0.09783408,0.15699099,0.256274998,0.341776788,0.478535742,0.473972529,0.533868611,0.584375381,0.62197113,0.715193152,0.570984066,0.710753322,-0.01339015,-0.000673975,0.003762749,0.020767333,0.053217348,0.09539903,0.114353754,0.176602364,0.213880047,0.200291768,0.200305998,0.20728983,0.20471409,0.198449478,0.203060403,0.212518543,0.021123957,53.87
3668,0,0.030021567,5.575369608,12.18451621,20.50842304,42.21953942,58.92983743,67.34842951,87.53880944,96.27304488,95.92092575,98.84439667,98.77717972,98.70801593,99.33671268,98.41063054,97.96915444,0,0.009190696,0.007858724,0.008719033,0.029599005,0.11920654,0.201236591,0.343260914,0.432623863,0.657777786,0.677937806,0.722712219,0.787255704,0.835778236,0.908604622,0.766430914,0.893445253,-0.011773762,-0.000931823,0.011134234,0.035499256,0.080191396,0.13910757,0.153336361,0.238276571,0.286104083,0.24806498,0.245447382,0.254058868,0.23718372,0.229089066,0.239555374,0.239860594,0.017238252,50.17
3669,0.000612685,0.09129007,7.973174821,13.96982167,21.22237464,40.96515234,55.98110044,65.29332736,82.48681603,88.55146466,90.98629401,93.21472722,96.55523412,96.84405941,97.78984144,97.34786184,96.79118517,0,0.008896816,0.010806073,0.012045057,0.036229685,0.138307109,0.241774827,0.399535805,0.473769844,0.68278259,0.724633873,0.761590779,0.811623335,0.871827483,0.942791522,0.82207489,0.957975268,-0.012548874,0.002394313,0.012763537,0.037616126,0.082748488,0.139102563,0.159417659,0.235015646,0.267940015,0.25072065,0.230333865,0.244934559,0.23269695,0.22302486,0.232014641,0.25168705,0.021797653,55
