FID,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21
1156,-0.004756886,0.010771527,0.030821489,0.072902851,0.127413541,0.20587264,0.248810306,0.308835775,0.322252125,0.289884597,0.284259111,0.287590474,0.268890381,0.25796923,0.253681839,0.196794629,-0.005516242
1157,-0.006792188,0.018302247,0.033773854,0.07532721,0.134352535,0.217678651,0.256109685,0.322525799,0.336772323,0.305249035,0.285304695,0.289946944,0.273703933,0.256888986,0.258384258,0.187522829,-0.008357959
1158,-0.002865051,0.014419039,0.037204314,0.07781817,0.13019,0.213014126,0.256980091,0.31804508,0.332547873,0.312281281,0.284976006,0.293658286,0.28118977,0.257158518,0.252827197,0.180521727,-0.010167561
1159,-0.001578008,0.016528964,0.037166763,0.078342728,0.135971144,0.208552808,0.265209615,0.318839937,0.341964453,0.32093215,0.291839391,0.304106772,0.28750363,0.255347729,0.254407227,0.189076543,-0.014075124
1160,-0.003376829,0.013911907,0.038825117,0.076846793,0.128948405,0.206375748,0.251392245,0.309038371,0.326580375,0.308313459,0.293157071,0.298185498,0.285123914,0.258135051,0.255913943,0.189026907,-0.00833362
1161,-0.003793607,0.009885298,0.033197027,0.074340202,0.131133988,0.205008328,0.249346659,0.311909407,0.312849462,0.288266748,0.284878522,0.285711229,0.283123791,0.258525878,0.249632522,0.182622969,-0.010023077
1162,-0.007972138,0.01358786,0.033807233,0.073882349,0.129569769,0.200778455,0.247083038,0.310875893,0.309900731,0.275900871,0.282007992,0.27973786,0.272639781,0.258620858,0.252381533,0.190967172,-0.006428621
1163,-0.009480823,0.009644797,0.030266974,0.070580617,0.12549296,0.193957448,0.234189853,0.308239251,0.309326291,0.27601409,0.283173412,0.279423952,0.272071034,0.256388515,0.252270669,0.181365117,-0.005803109
1164,-0.008394938,0.009065948,0.028404294,0.068486162,0.125658467,0.198655456,0.243549109,0.31704244,0.318562359,0.295999438,0.281736106,0.283598334,0.279505461,0.252691746,0.25122571,0.184455052,-0.008976677
1165,-0.006472907,0.008523905,0.033522196,0.071086541,0.126012042,0.198559895,0.243706599,0.319525599,0.326452941,0.297014564,0.285041124,0.284076899,0.280271769,0.256380111,0.251620591,0.178325921,-0.01478665
1166,-0.006242351,0.012435446,0.03226627,0.072653413,0.127144679,0.194996715,0.23692438,0.314746112,0.325783879,0.304318219,0.288689226,0.292402297,0.280248731,0.259231478,0.25797531,0.182730243,-0.008652095
1167,-0.001522638,0.012500893,0.027493048,0.068546705,0.118318193,0.191807032,0.226542041,0.306351572,0.315434217,0.304996341,0.282093227,0.286078185,0.278411567,0.263784319,0.26211518,0.185494661,-0.006279573
1168,-0.004436544,0.008586593,0.022330858,0.07307563,0.119464777,0.194935679,0.226874739,0.299066812,0.309880346,0.296201408,0.285670757,0.289798617,0.28197366,0.267700225,0.251871407,0.177843839,-0.011226816
1169,-0.00431026,0.005172683,0.025815764,0.066818699,0.125201851,0.190216988,0.223631516,0.299399555,0.314448059,0.279126585,0.280322134,0.283123106,0.27922231,0.260877669,0.239587292,0.171992123,-0.010697292
1170,-0.005278924,0.008612523,0.02981269,0.07524015,0.127501369,0.202805862,0.239054143,0.309687793,0.330747306,0.290664285,0.277745873,0.28131634,0.276802897,0.263055652,0.240846962,0.177012518,-0.008477339
1171,-0.005588355,0.011091013,0.027662762,0.075008839,0.126878962,0.200634286,0.235177889,0.31372574,0.327395856,0.281644255,0.272418946,0.285613567,0.280388683,0.263777971,0.231187493,0.173295662,-0.007646116
1172,-0.002263008,0.009990955,0.02785098,0.071140885,0.117754318,0.189817503,0.230411768,0.297909319,0.325907201,0.279548764,0.26849851,0.290161729,0.277931243,0.266330719,0.247915462,0.193637326,-0.007836428
1173,-0.004472224,0.006890814,0.032126416,0.074300669,0.119368777,0.190751836,0.227703452,0.292137623,0.325601161,0.280862182,0.270142376,0.299613684,0.276555121,0.269732058,0.252557337,0.195455268,-0.010440676
1174,-0.005095699,0.006354086,0.029798355,0.075240545,0.115980312,0.184146017,0.217799991,0.289282262,0.290364176,0.277140319,0.271993399,0.297327548,0.273543805,0.271991998,0.252751291,0.194579154,-0.004771477
1175,-0.005663896,0.003847255,0.016870202,0.046393726,0.09517657,0.171605527,0.215958521,0.33028549,0.300766408,0.285514176,0.274945855,0.30644995,0.276728451,0.269077241,0.263123453,0.222273469,0.006150591
1176,-0.006359308,-0.002801172,0.006507922,0.02644499,0.062089387,0.132462561,0.17683439,0.296372414,0.263757378,0.243305221,0.258065522,0.286135495,0.261999488,0.264654338,0.276619703,0.226247802,0.018236646
1177,-0.009352406,-0.002274694,0.009343376,0.03844738,0.075017914,0.154030815,0.210642949,0.346728921,0.304065853,0.260485321,0.284961551,0.287496716,0.276403725,0.277345121,0.281857491,0.244893402,0.018716389
1178,-0.010284367,0.005130839,0.01180179,0.040080901,0.081314974,0.165896297,0.216897324,0.34300518,0.300586104,0.258467376,0.282765299,0.287149906,0.278456092,0.267374605,0.277538031,0.238226831,0.012992486
1179,-0.010937938,-0.001762835,0.00536571,0.025411628,0.054052051,0.115896232,0.145307168,0.248777881,0.231250301,0.203045025,0.235123023,0.242067367,0.255393654,0.22695443,0.217905432,0.209891215,0.018824097
1180,-0.008458087,-0.006081311,0.006343478,0.023850733,0.069045693,0.122640893,0.145887315,0.201926842,0.180225208,0.13087523,0.130266622,0.157683745,0.152743876,0.189294398,0.172258466,0.231846154,0.026953712
1181,-0.00661116,-0.004866026,0.004369325,0.035575066,0.065023497,0.122850686,0.142897651,0.171063408,0.135593981,0.086358964,0.109365895,0.133200586,0.142252967,0.174053356,0.144663393,0.215470105,0.028668066
1182,-0.006993844,-0.004380235,0.001852273,0.032371804,0.049249671,0.101355195,0.122565024,0.154267982,0.134327546,0.081782393,0.092322558,0.115357667,0.125959143,0.160011023,0.139411286,0.194286719,0.018582927
1183,-0.010447544,-0.010064424,-0.004268165,0.016185403,0.019380132,0.052409645,0.071101867,0.080734938,0.079693675,0.051473495,0.055694971,0.079546504,0.097869515,0.128780872,0.107478641,0.157718673,0.017846573
1184,-0.013903509,-0.008989247,-0.001474119,0.013194405,0.015310015,0.048357066,0.062695965,0.07729464,0.077305704,0.050944068,0.061437674,0.081108212,0.081042156,0.122206084,0.108250879,0.15309149,0.022345958
1185,-0.011236485,-0.008381399,-0.004358392,0.022934876,0.031379651,0.072083123,0.090217009,0.115083419,0.093766086,0.069889233,0.081725791,0.103005342,0.063428536,0.151810288,0.140793845,0.212541834,0.02911034
1186,-0.01026983,-0.010836561,-0.001943256,0.019347899,0.04011184,0.084481426,0.09904027,0.12930119,0.109771244,0.084714368,0.096936271,0.118291616,0.067258097,0.162825108,0.146947563,0.199916244,0.019845929
1187,-0.016365601,-0.009572398,-0.001306223,0.021182889,0.047759734,0.09705887,0.110339671,0.142822862,0.121718809,0.101889029,0.118335709,0.140871421,0.091471344,0.167969137,0.135366648,0.156688496,0.004092604
1188,-0.011411778,-0.006164074,0.002471254,0.040185116,0.074239179,0.137166366,0.161641434,0.198461041,0.183684543,0.154133797,0.164389715,0.188563794,0.15306145,0.19354406,0.154681385,0.140860781,-0.009564367
1189,-0.012216858,-0.007240461,0.004737148,0.038295221,0.070861965,0.138962358,0.16308254,0.215125784,0.211297005,0.178364813,0.194094762,0.195926905,0.188259944,0.208449677,0.180188388,0.167294875,-0.005336485
1190,-0.006234041,-0.004223308,0.007877239,0.049006429,0.082229696,0.152857378,0.187037274,0.253200442,0.265359998,0.223012671,0.240813479,0.240778416,0.233732775,0.23082003,0.201729015,0.172532454,-0.007602505
1191,-0.003789198,-0.001497508,0.01028638,0.050864432,0.097964376,0.176895559,0.213724837,0.306706995,0.316048682,0.274961442,0.281547517,0.276305437,0.263671935,0.246650144,0.239194468,0.215649948,-0.005472238
1192,-0.002733438,0.000261716,0.014394349,0.046799257,0.089255206,0.172845244,0.208785683,0.293698549,0.315069437,0.288346916,0.286406845,0.269619912,0.253838956,0.239760906,0.25457412,0.253615856,0.000478206
1193,-0.003639141,0.003179572,0.016316626,0.050290793,0.102420092,0.186337426,0.211996838,0.299060494,0.316857249,0.297490358,0.287418693,0.269886851,0.255055338,0.230796024,0.235916585,0.225175068,0.002496829
1194,-0.002972641,0.002731884,0.020244548,0.052501835,0.11032784,0.183365494,0.211430416,0.302708864,0.320232451,0.303069323,0.285591483,0.274853438,0.261634201,0.223824635,0.227826744,0.216833413,-0.001933388
1195,-0.005411849,0.002697934,0.016048418,0.054451901,0.107612818,0.18247357,0.20289357,0.290301859,0.316498607,0.301024288,0.280484676,0.268467486,0.261690825,0.221761286,0.228275642,0.212256372,-0.006400704
1196,-0.00458009,0.005385906,0.018662753,0.058697715,0.116650529,0.193821281,0.215217456,0.301016778,0.329022974,0.292060792,0.271226704,0.263299644,0.249256164,0.215051457,0.22118631,0.197039589,-0.005488767
1197,-0.005411644,0.00973869,0.023136642,0.059333984,0.121306337,0.20337002,0.224635884,0.300915956,0.324248493,0.27585879,0.264772445,0.256138086,0.238715053,0.213050902,0.211913452,0.19911851,-0.002008077
1198,-0.00337347,0.011112325,0.021041224,0.060282663,0.125410438,0.205361769,0.222985283,0.308129698,0.317371726,0.275941759,0.261899382,0.25883323,0.231336772,0.214862958,0.212680832,0.196865454,-0.005128433
1199,-0.000905835,0.009820379,0.022470519,0.064855762,0.124855056,0.210180625,0.22672154,0.30716154,0.307711124,0.275058061,0.261094987,0.257178575,0.236680433,0.21335429,0.211654708,0.181831092,-0.003129704
1200,-0.004193741,0.005860874,0.02255252,0.063390553,0.11920727,0.203655511,0.22261627,0.313200057,0.3026039,0.289863408,0.27071929,0.268094003,0.246685803,0.227009699,0.223800763,0.213035241,0.00177128
1201,0.001130885,0.005955277,0.022619547,0.057858013,0.119845249,0.196320742,0.224797577,0.320688456,0.290543854,0.286040932,0.265172899,0.267902464,0.245825201,0.221682802,0.205704734,0.199275926,-0.008113823
1202,0.001585841,0.003739777,0.021843614,0.058848575,0.115582116,0.194535226,0.22023353,0.326809496,0.288169682,0.290664703,0.260493726,0.2706936,0.242738217,0.22414732,0.209651858,0.200525269,-0.001687885
1203,0.002508457,0.004872045,0.024496833,0.057971589,0.121591374,0.194670469,0.22172451,0.335295886,0.281261295,0.281588078,0.248278767,0.264395088,0.237674519,0.217772216,0.206933349,0.185866281,0.000885476
1204,0.001331813,0.002470297,0.020505462,0.052274276,0.110825889,0.185350001,0.205945075,0.31529206,0.273247391,0.269008875,0.245610282,0.25564152,0.22742109,0.21844928,0.206940457,0.196411997,0.002804458
1205,-0.001829989,0.001923007,0.019109661,0.046238035,0.103515603,0.186591759,0.203325972,0.309209287,0.27031523,0.25521186,0.242855251,0.259771079,0.213755712,0.216655299,0.201181278,0.193953559,0.001837976
1206,0.00164639,0.005567835,0.021527421,0.059753474,0.112866096,0.193687424,0.228034556,0.339858472,0.288410068,0.269988894,0.245772347,0.269302905,0.231334016,0.219553202,0.205709279,0.197164699,0.002063976
1207,0.004460753,-0.001805506,0.014328391,0.044939283,0.095489882,0.167420417,0.202051237,0.302653551,0.286341906,0.266790122,0.241840273,0.27092579,0.236468434,0.221534446,0.202169031,0.188796729,2.45E-05
1208,0.00244669,-0.000953538,0.015131764,0.048224073,0.094872177,0.166763961,0.204482526,0.294673502,0.284139484,0.268775314,0.2463108,0.271371394,0.243027762,0.223841861,0.201167583,0.179157779,-0.002008757
1209,0.00231597,0.002817535,0.017487997,0.037822891,0.0894989,0.161136597,0.188297272,0.279004574,0.292135537,0.27706176,0.253190249,0.271661669,0.247967809,0.223560959,0.207351953,0.168876752,-0.004277517
1210,0.002248335,0.003784833,0.016202994,0.04716666,0.099879004,0.166246966,0.202921599,0.293534428,0.304125398,0.283157617,0.257939905,0.275331676,0.253030658,0.221760571,0.212515488,0.180910379,-0.001063909
1211,0.006244855,0.004591015,0.017905267,0.049714323,0.10013704,0.169977263,0.210542798,0.303362906,0.305703998,0.278423309,0.259787917,0.270588607,0.251722902,0.217027634,0.212170094,0.172476307,-0.000569588
1212,0.001687839,0.005502397,0.02015396,0.051773194,0.103807561,0.17410031,0.206900388,0.30560258,0.298116267,0.274075866,0.261333257,0.259471983,0.243166551,0.218873218,0.207589939,0.180382594,-0.002034836
1213,-0.001317312,0.010261188,0.023158377,0.059120826,0.114551343,0.187666357,0.221067339,0.306648672,0.304403961,0.266063243,0.263808817,0.265537143,0.244814545,0.218973517,0.213935077,0.186166257,-0.001503238
1214,0.002603246,0.010873592,0.027007319,0.074495398,0.132940307,0.207670718,0.236621723,0.334202111,0.314646274,0.275241643,0.27018702,0.274202943,0.253722608,0.234124839,0.233074144,0.195125535,-0.003222517
1215,0.001097315,0.018688651,0.035257146,0.084339619,0.142973617,0.212660715,0.2461835,0.339010328,0.313964218,0.285990685,0.279315293,0.278162241,0.261599422,0.240807116,0.235721469,0.203527898,-0.007504289
1216,-0.001033737,0.01705246,0.030881476,0.082190394,0.133945793,0.202784166,0.238290682,0.321993262,0.321290761,0.289853871,0.287491083,0.277116597,0.265831798,0.247601897,0.243966922,0.208396956,-0.001579589
1217,-0.00447167,0.014594766,0.031316031,0.075169072,0.125661626,0.196839586,0.23739706,0.313156426,0.30923295,0.283034503,0.277525157,0.278951317,0.26709199,0.245883539,0.243768349,0.202278361,-0.001789122
1218,-0.003602558,0.016520696,0.029562512,0.075909466,0.129623234,0.201386571,0.233161509,0.314128757,0.314233541,0.286159188,0.275654823,0.280758619,0.262430698,0.247292101,0.240696847,0.20045498,-0.006835281
1219,-0.004224833,0.017368561,0.030957516,0.078011751,0.126659051,0.197251901,0.23474443,0.307564825,0.314613819,0.27160129,0.266222656,0.281916082,0.252414495,0.236199483,0.228949383,0.194324434,-0.005784033
1220,-0.002569543,0.014217895,0.034729552,0.080028966,0.124796256,0.191000879,0.234430596,0.303664178,0.310108155,0.265543222,0.255658209,0.287914664,0.251047909,0.245063096,0.226194561,0.192903548,-0.004698512
1221,-0.00196306,0.016491665,0.032969262,0.076560445,0.120670766,0.191101745,0.227950498,0.302069396,0.306331277,0.260493279,0.256745756,0.284647226,0.264709324,0.244280145,0.230070218,0.193468451,-0.004611089
1222,-0.002326228,0.015968546,0.032208629,0.077997878,0.126808241,0.193756089,0.234474957,0.303621352,0.30676493,0.262815028,0.269722342,0.288480729,0.272412658,0.249791697,0.23251085,0.187158912,-0.004282533
1223,-0.00431875,0.017452521,0.031771529,0.078336038,0.132239446,0.196661502,0.234029904,0.299074292,0.302805185,0.263092607,0.274228424,0.285950035,0.270540476,0.245407104,0.235192671,0.190023154,-0.003674047
1224,-0.003874091,0.013282265,0.032217808,0.079041176,0.128017768,0.196771458,0.236863777,0.304496795,0.311132669,0.27235657,0.286907673,0.286406845,0.274745464,0.248703256,0.237448871,0.179165676,-0.006270777
1225,-0.001810936,0.014170467,0.032928571,0.085475557,0.133652881,0.204393297,0.24384208,0.310583681,0.319568217,0.277165294,0.289729506,0.280750096,0.275144994,0.249082625,0.236397281,0.179501578,-0.0100615
1226,-0.000139082,0.018594019,0.035726156,0.081916131,0.138443962,0.20165351,0.242416069,0.309157073,0.3196401,0.272903502,0.287856013,0.274993628,0.270973682,0.249763086,0.24066703,0.18557626,-0.005508165
1227,-0.00175833,0.01875183,0.029881386,0.079632498,0.135356992,0.198712006,0.237450778,0.303667724,0.317598462,0.271531701,0.285872012,0.269956112,0.265601426,0.253067315,0.242270768,0.194155604,-0.0048589
1228,-0.000980384,0.016772667,0.035791699,0.08187589,0.129878119,0.192439646,0.228141859,0.293873012,0.30788222,0.268954992,0.273766607,0.26632905,0.26148212,0.25078389,0.23299928,0.190681264,-0.003905954
1229,-0.001865608,0.013126525,0.030728377,0.0741494,0.119900376,0.189664066,0.225187823,0.289564252,0.285724908,0.266529739,0.272175461,0.272640258,0.266169667,0.251257986,0.226761222,0.183082774,-0.007050535
1230,-0.00418446,0.016609767,0.031431787,0.072331548,0.12733534,0.195509627,0.237068877,0.31803003,0.310355783,0.285195231,0.284786522,0.277429223,0.27546376,0.250375986,0.22852996,0.181233481,-0.008293486
1231,-0.001569673,0.015122641,0.032082688,0.069329046,0.122941904,0.195582047,0.238223284,0.317425489,0.302444816,0.288350999,0.281956732,0.278644621,0.283785135,0.257778317,0.223754287,0.168555111,-0.007989493
1232,-0.001185169,0.013739815,0.031670693,0.070062995,0.125875518,0.198683038,0.234889984,0.304090261,0.306088656,0.298020363,0.286273032,0.280856371,0.28623113,0.257878542,0.234639496,0.178631499,-0.007526428
1233,-0.000628213,0.013623671,0.028978029,0.069230177,0.125284076,0.196080402,0.237101674,0.293521434,0.308793217,0.29774484,0.287622392,0.284219384,0.286838979,0.253261387,0.237017721,0.167242378,-0.008513527
1234,-0.000783928,0.012914929,0.027293986,0.07399492,0.127661347,0.199033022,0.236570343,0.288476616,0.304223269,0.281209618,0.279214412,0.282514185,0.284588397,0.259706974,0.243852332,0.175598592,-0.009967494
1235,-0.003445095,0.014602738,0.030875765,0.068061948,0.12684086,0.201410204,0.232761547,0.292201519,0.302288264,0.264426261,0.271210253,0.280322254,0.268134266,0.254649788,0.243589774,0.178945586,-0.011188206
1236,-0.002229483,0.012832798,0.029791705,0.07246156,0.126795635,0.20476985,0.243337974,0.298192978,0.317088246,0.266831189,0.277353227,0.277379453,0.271664679,0.259132981,0.249673739,0.183989123,-0.012305262
1237,-0.00338019,0.010640182,0.032084562,0.073116288,0.132932097,0.197307438,0.242958888,0.297885835,0.320991933,0.281648397,0.283889413,0.283683985,0.275078952,0.260805339,0.246797457,0.189320475,-0.008009316
1238,-0.007622069,0.011733619,0.030991362,0.075757951,0.134370103,0.203610882,0.254136145,0.299580306,0.330433339,0.308986604,0.288879693,0.294092208,0.276260346,0.253633916,0.255476803,0.184072241,-0.004045194
1239,-0.005835374,0.012835572,0.033642843,0.071904376,0.131055355,0.204622403,0.256442666,0.304191977,0.348357499,0.318089515,0.289214104,0.29558295,0.27548793,0.25638926,0.257057756,0.176205665,-0.007213521
1240,-0.007804193,0.012517246,0.034076732,0.07378199,0.128360197,0.197536781,0.253973275,0.299433827,0.340297282,0.315524966,0.293058872,0.29592663,0.283536881,0.252027452,0.254297853,0.180627972,-0.009386463
1241,-0.002721165,0.012670402,0.031334464,0.066734016,0.123497225,0.19223769,0.251529723,0.297134429,0.339009851,0.317223668,0.29682225,0.301994741,0.287674993,0.25339967,0.257711053,0.180710256,-0.010894803
1242,-0.005970552,0.007306057,0.027916554,0.066830903,0.113758616,0.182888493,0.226369485,0.278636038,0.303874463,0.274331182,0.284888923,0.286499768,0.284308434,0.259311438,0.253184378,0.174997687,-0.008963835
1243,-0.007196328,0.013585182,0.027626898,0.066859461,0.120658576,0.184392661,0.231198058,0.291504294,0.300472736,0.26739186,0.275667518,0.268759429,0.279266179,0.263306588,0.248091996,0.180978864,-0.009664443
1244,-0.00606465,0.005937978,0.02471213,0.06246369,0.108450055,0.173751801,0.218986779,0.27676791,0.283478588,0.257218659,0.273145825,0.265460849,0.275438845,0.260083437,0.244909093,0.177292302,-0.008576661
1245,-0.007599378,0.005431562,0.028893594,0.073404163,0.120368078,0.194810838,0.23905012,0.305949271,0.304265946,0.285520434,0.279362202,0.276977003,0.274333984,0.25829801,0.242605776,0.162853971,-0.010600035
1246,-0.010407271,0.005105832,0.026623843,0.063745581,0.118494317,0.186333105,0.228385851,0.305497319,0.312683791,0.297621369,0.278236657,0.283704907,0.274846286,0.250069261,0.243263036,0.159208745,-0.014559202
1247,-0.009625009,0.008417647,0.030903833,0.06583292,0.121075042,0.191647753,0.236738101,0.317111969,0.31659171,0.305144578,0.282975644,0.28539902,0.28132543,0.249850139,0.242482662,0.147739306,-0.0208664
1248,-0.006122001,0.009556394,0.028310193,0.071974777,0.118800819,0.19088842,0.232714996,0.304288208,0.31448704,0.307043523,0.282427639,0.289476931,0.28313452,0.252572179,0.251249373,0.163187787,-0.01196402
1249,-0.002444318,0.006790205,0.024479078,0.06263081,0.113556512,0.184001118,0.224681765,0.297290683,0.316227138,0.298891783,0.283017516,0.285775036,0.284340799,0.26303342,0.256691247,0.17428644,-0.005389184
1250,-0.003030573,0.006613611,0.021112142,0.064804837,0.117220014,0.184497535,0.223585621,0.295277715,0.314202785,0.284418523,0.276699305,0.282376498,0.280789465,0.262391835,0.24612385,0.176099375,-0.006527981
1251,-0.00436628,0.007766418,0.023908751,0.067139223,0.118018441,0.192366794,0.225808978,0.302098781,0.327795774,0.279784203,0.282683939,0.280707717,0.278686494,0.26542753,0.252222359,0.17889379,-0.008636798
1252,-0.003286415,0.006728089,0.029599363,0.069304004,0.119673245,0.191529006,0.230367079,0.299415022,0.33516261,0.29269883,0.289238006,0.283870548,0.283766627,0.266798377,0.247198403,0.18408674,-0.006519981
1253,-0.003468141,0.012780821,0.032737799,0.07288909,0.128266811,0.201286152,0.235437095,0.31350258,0.342681736,0.296500981,0.282849014,0.291724056,0.284408629,0.267248154,0.251604438,0.184657902,-0.008659249
1254,-0.003270253,0.005485252,0.025372075,0.063253053,0.115976349,0.186352476,0.223866761,0.297505409,0.320715815,0.287235618,0.272621483,0.299135089,0.278819501,0.265870512,0.252487689,0.185603485,-0.008331605
1255,-0.005647234,0.000151653,0.028886348,0.065819278,0.109359153,0.181867331,0.216519997,0.281479329,0.308017373,0.284778237,0.276702136,0.303103656,0.27523163,0.271099716,0.252846479,0.189757913,-0.003987779
1256,-0.005171555,0.004687954,0.021280134,0.064325228,0.103544481,0.169144079,0.197399184,0.260249168,0.269936293,0.255135179,0.256477922,0.280704618,0.262787253,0.263813317,0.24468857,0.193344414,-0.002210108
1257,-0.004060912,-0.004347961,0.011963426,0.04764659,0.084138796,0.155390665,0.188795388,0.280618072,0.258971989,0.234905124,0.252833128,0.267874062,0.260674983,0.257569581,0.249960423,0.213260159,0.006083681
1258,-0.011441459,-0.010107232,-0.002376039,0.020152535,0.038646974,0.098337002,0.137703508,0.23539272,0.216767624,0.200237632,0.235262573,0.243251756,0.2438678,0.247441635,0.254125506,0.208665386,0.017966913
1259,-0.01210482,-0.005908692,0.008318,0.03603356,0.067324691,0.146059662,0.191774726,0.311596632,0.273015976,0.232466683,0.25788781,0.262261242,0.263276964,0.256717026,0.25810957,0.225352779,0.021892317
1260,-0.007523908,0.006405905,0.019989967,0.064447023,0.113750257,0.207180068,0.251356602,0.404264927,0.322309613,0.281783193,0.296957523,0.292738557,0.289946705,0.271455079,0.285921037,0.253355443,0.014273326
1261,-0.008969853,-0.001686808,0.004449307,0.028917007,0.059559733,0.120730996,0.147366315,0.249706507,0.220147744,0.192988977,0.215539947,0.226439312,0.240410045,0.213663787,0.214263245,0.202369601,0.020345692
1262,-0.012191189,0.001812644,0.003623296,0.029046636,0.066447951,0.118509084,0.157004878,0.237534314,0.212027237,0.178762794,0.173713639,0.191997662,0.18166633,0.199619293,0.192855641,0.227426738,0.025839595
1263,-0.011081732,-0.004033404,-3.02E-06,0.022478316,0.05259186,0.083128773,0.104692727,0.12567915,0.092639506,0.061644387,0.071893066,0.099902041,0.1142537,0.142075613,0.122118153,0.17469506,0.024475092
1264,-0.01062071,-0.003151641,0.005833041,0.044371836,0.071337201,0.129154906,0.160482958,0.191200301,0.144794106,0.097865172,0.112594202,0.136194527,0.149771973,0.177987322,0.155690819,0.23227419,0.02896305
1265,-0.011178462,-0.007426475,-0.002054459,0.036411788,0.039007962,0.064252913,0.084857449,0.094621167,0.081111237,0.049541052,0.060385924,0.075142451,0.091611154,0.110524967,0.086439222,0.121066794,0.017901948
1266,-0.011771997,-0.008616205,-0.003544319,0.023416042,0.012865743,0.031616107,0.057120502,0.050819494,0.041699421,0.029663244,0.033373129,0.056028113,0.075800739,0.093189754,0.07183782,0.110757723,0.016932027
1267,-0.009812719,-0.011021321,8.01E-05,0.027126476,0.020238372,0.059535909,0.07979428,0.08481358,0.084883936,0.053936243,0.062137116,0.085240051,0.097458914,0.138242438,0.121878259,0.164917335,0.017316164
1268,-0.010530503,-0.007137686,-0.000589317,0.032051966,0.033976872,0.081794672,0.107149296,0.120572723,0.105489641,0.06911324,0.088281922,0.111844659,0.097288251,0.167494878,0.148669764,0.199143499,0.020545814
1269,-0.01145972,-0.005800938,-0.007984626,0.026475176,0.034835111,0.079057522,0.095401675,0.105448447,0.098608375,0.067208648,0.081442319,0.101964451,0.041864067,0.16562517,0.153426215,0.211875156,0.026931578
1270,-0.012134081,-0.003526325,0.001641926,0.050462306,0.062838398,0.116177812,0.13371788,0.157800481,0.144323289,0.113999091,0.121104851,0.144915879,0.059266813,0.201409608,0.182771146,0.231359929,0.023244739
1271,-0.016800746,-0.001544701,-0.00073256,0.038362868,0.060158223,0.112850182,0.131702572,0.153605014,0.132301494,0.11485295,0.124161206,0.145992145,0.13402766,0.185138837,0.155805811,0.186173022,0.002692016
1272,-0.013109317,-0.004800664,-0.00120905,0.038282678,0.065725818,0.119415104,0.142519891,0.165845111,0.144346148,0.12997359,0.136092052,0.154482275,0.149192631,0.181365296,0.153742775,0.170783088,0.003001841
1273,-0.011514127,-0.008669594,0.006552782,0.049641628,0.078691937,0.150839567,0.176428661,0.210999787,0.199791372,0.169765636,0.185413852,0.193633184,0.187279031,0.200837925,0.167793214,0.169836774,-0.000571739
1274,-0.007909895,-0.006556729,0.007034775,0.045167141,0.082722917,0.158564985,0.19593145,0.240861416,0.247606337,0.210559428,0.235451952,0.230595782,0.22698018,0.230977297,0.199334398,0.176925004,-0.005102742
1275,-0.007988055,-0.002478067,0.013372988,0.053139333,0.091528468,0.170206383,0.216261297,0.28145209,0.28922686,0.261877388,0.27820459,0.268564552,0.253310144,0.23997359,0.226013869,0.197883204,-0.00350896
1276,-0.0059821,-0.000480131,0.017387969,0.051925972,0.092729323,0.173195794,0.218074724,0.309538871,0.32457298,0.300146699,0.290322751,0.279339194,0.265421271,0.245099753,0.253668576,0.248846829,0.002913212
1277,-0.009285676,0.002636211,0.01577366,0.046328653,0.092045635,0.172480866,0.201161027,0.30717966,0.318537474,0.300973296,0.285051793,0.274733961,0.259074211,0.236100882,0.240743026,0.22782813,0.002127053
1278,-0.009519482,0.004209457,0.01718875,0.050361354,0.091909297,0.170257956,0.192154959,0.292042851,0.310601979,0.296350658,0.276960611,0.270688176,0.257369816,0.221965179,0.220696658,0.198929638,-0.004985582
1279,-0.007742135,0.002559096,0.016175412,0.047080062,0.090794668,0.173010647,0.192068458,0.282972664,0.311185509,0.283992201,0.272040397,0.260619789,0.247225031,0.225205407,0.222761363,0.207182094,-0.003194013
1280,-0.008982152,0.006658779,0.025049625,0.057642683,0.113864504,0.198387772,0.217484966,0.284791023,0.328910142,0.280747145,0.263748288,0.262225747,0.231105983,0.221042842,0.216623336,0.203705952,-0.005477222
1281,-0.01002585,0.013801765,0.025930431,0.066296317,0.125133619,0.202481255,0.230095297,0.281281978,0.323934644,0.27389732,0.264096171,0.262545884,0.235894769,0.219551727,0.210850313,0.203454196,-0.00484962
1282,-0.004967868,0.012261639,0.024315506,0.065448165,0.121164083,0.206248,0.233014867,0.278262556,0.316017121,0.276186854,0.2595478,0.261975139,0.245054767,0.21724835,0.214440256,0.201050907,-0.001042249
1283,-0.004258754,0.007691501,0.024605375,0.065114625,0.119606033,0.206846401,0.226464048,0.27518335,0.306668103,0.282929778,0.26100114,0.262640119,0.242969602,0.218585327,0.210967422,0.178768486,-0.005235522
1284,0.000237493,0.006099053,0.024795957,0.06190588,0.113575906,0.193915233,0.219570845,0.285996735,0.293154955,0.286691368,0.262325197,0.264877021,0.24992159,0.220041588,0.216523021,0.196881726,0.000365508
1285,0.005612409,0.00572605,0.020017369,0.056245148,0.101684161,0.184868172,0.210587725,0.305078298,0.279843271,0.283578366,0.260475427,0.266091645,0.251030385,0.224761724,0.20948185,0.194286034,-0.001003065
